STATE,STATEFP,YEAR,AC_ERA,STATE_POPULATION,POP_1950,PCT_CHANGE_FROM_1950,REP_STATION,ANN_AVG_TEMP_F,SUMMER_AVG_MAX_F,SUMMER_RH_PCT,COOLING_DEGREE_DAYS,CLIMATE_ZONE,CLIMATE_NOTE
South Carolina,45.0,1840,Pre-AC,594398,2117027,-71.92,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1850,Pre-AC,668507,2117027,-68.42,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1860,Pre-AC,703708,2117027,-66.76,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1870,Pre-AC,705606,2117027,-66.67,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1880,Pre-AC,995577,2117027,-52.97,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1890,Pre-AC,1151149,2117027,-45.62,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1900,Pre-AC,1340316,2117027,-36.69,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1910,Pre-AC,1515400,2117027,-28.42,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1920,Pre-AC,1683724,2117027,-20.47,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1930,Pre-AC,1738765,2117027,-17.87,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1940,Pre-AC,1899804,2117027,-10.26,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1950,Early AC,2117027,2117027,0.0,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1960,Early AC,2382594,2117027,12.54,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1970,AC Era,2590516,2117027,22.37,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1980,AC Era,3121820,2117027,47.46,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,1990,AC Era,3486703,2117027,64.7,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,2000,AC Era,4012012,2117027,89.51,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,2010,AC Era,4625364,2117027,118.48,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
South Carolina,45.0,2020,AC Era,5118425,2117027,141.77,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid,Avg summer high 92.3°F | 70% humidity | 2418 cooling degree days/yr
Tennessee,47.0,1800,Pre-AC,105602,3291718,-96.79,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1810,Pre-AC,261727,3291718,-92.05,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1820,Pre-AC,422813,3291718,-87.16,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1830,Pre-AC,681904,3291718,-79.28,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1840,Pre-AC,829210,3291718,-74.81,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1850,Pre-AC,1002717,3291718,-69.54,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1860,Pre-AC,1109801,3291718,-66.29,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1870,Pre-AC,1258520,3291718,-61.77,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1880,Pre-AC,1542359,3291718,-53.14,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1890,Pre-AC,1767518,3291718,-46.3,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1900,Pre-AC,2020616,3291718,-38.62,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1910,Pre-AC,2184789,3291718,-33.63,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1920,Pre-AC,2337885,3291718,-28.98,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1930,Pre-AC,2616556,3291718,-20.51,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1940,Pre-AC,2915841,3291718,-11.42,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1950,Early AC,3291718,3291718,0.0,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1960,Early AC,3567089,3291718,8.37,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1970,AC Era,3923687,3291718,19.2,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1980,AC Era,4591120,3291718,39.47,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,1990,AC Era,4877185,3291718,48.17,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,2000,AC Era,5689283,3291718,72.84,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,2010,AC Era,6346105,3291718,92.79,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
Tennessee,47.0,2020,AC Era,6910840,3291718,109.95,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid,Avg summer high 89.6°F | 68% humidity | 1652 cooling degree days/yr
