GISJOIN,FIPS,STATE,STATEFP,COUNTY,COUNTY_CLEAN,COUNTYFP,YEAR,POPULATION,DATA_SPARSE,AC_ERA,POP_1950,POP_CHANGE_FROM_1950,PCT_CHANGE_FROM_1950
G3701170,37.0117.0,North Carolina,37.0,Martin County,Martin,117.0,1810,5987,True,Pre-AC,27938.0,-21951.0,-78.57
G3701190,37.0119.0,North Carolina,37.0,Mecklenburg County,Mecklenburg,119.0,1810,14272,True,Pre-AC,197052.0,-182780.0,-92.76
G3701230,37.0123.0,North Carolina,37.0,Montgomery County,Montgomery,123.0,1810,8430,True,Pre-AC,17260.0,-8830.0,-51.16
G3701250,37.0125.0,North Carolina,37.0,Moore County,Moore,125.0,1810,6367,True,Pre-AC,33129.0,-26762.0,-80.78
G3701270,37.0127.0,North Carolina,37.0,Nash County,Nash,127.0,1810,7268,True,Pre-AC,59919.0,-52651.0,-87.87
G3701290,37.0129.0,North Carolina,37.0,New Hanover County,New Hanover,129.0,1810,11465,True,Pre-AC,63272.0,-51807.0,-81.88
G3701310,37.0131.0,North Carolina,37.0,Northampton County,Northampton,131.0,1810,13082,True,Pre-AC,28432.0,-15350.0,-53.99
G3701330,37.0133.0,North Carolina,37.0,Onslow County,Onslow,133.0,1810,6669,True,Pre-AC,42047.0,-35378.0,-84.14
G3701350,37.0135.0,North Carolina,37.0,Orange County,Orange,135.0,1810,20135,True,Pre-AC,34435.0,-14300.0,-41.53
G3701390,37.0139.0,North Carolina,37.0,Pasquotank County,Pasquotank,139.0,1810,7674,True,Pre-AC,24347.0,-16673.0,-68.48
G3701430,37.0143.0,North Carolina,37.0,Perquimans County,Perquimans,143.0,1810,6052,True,Pre-AC,9602.0,-3550.0,-36.97
G3701450,37.0145.0,North Carolina,37.0,Person County,Person,145.0,1810,6642,True,Pre-AC,24361.0,-17719.0,-72.74
G3701470,37.0147.0,North Carolina,37.0,Pitt County,Pitt,147.0,1810,9169,True,Pre-AC,63789.0,-54620.0,-85.63
G3701510,37.0151.0,North Carolina,37.0,Randolph County,Randolph,151.0,1810,10112,True,Pre-AC,50804.0,-40692.0,-80.1
G3701530,37.0153.0,North Carolina,37.0,Richmond County,Richmond,153.0,1810,6695,True,Pre-AC,39597.0,-32902.0,-83.09
G3701550,37.0155.0,North Carolina,37.0,Robeson County,Robeson,155.0,1810,7528,True,Pre-AC,87769.0,-80241.0,-91.42
G3701570,37.0157.0,North Carolina,37.0,Rockingham County,Rockingham,157.0,1810,10316,True,Pre-AC,64816.0,-54500.0,-84.08
G3701590,37.0159.0,North Carolina,37.0,Rowan County,Rowan,159.0,1810,21543,True,Pre-AC,75410.0,-53867.0,-71.43
G3701610,37.0161.0,North Carolina,37.0,Rutherford County,Rutherford,161.0,1810,13202,True,Pre-AC,46356.0,-33154.0,-71.52
G3701630,37.0163.0,North Carolina,37.0,Sampson County,Sampson,163.0,1810,6620,True,Pre-AC,49780.0,-43160.0,-86.7
G3701690,37.0169.0,North Carolina,37.0,Stokes County,Stokes,169.0,1810,11645,True,Pre-AC,21520.0,-9875.0,-45.89
G3701710,37.0171.0,North Carolina,37.0,Surry County,Surry,171.0,1810,10366,True,Pre-AC,45593.0,-35227.0,-77.26
G3701770,37.0177.0,North Carolina,37.0,Tyrrell County,Tyrrell,177.0,1810,3364,True,Pre-AC,5048.0,-1684.0,-33.36
G3701830,37.0183.0,North Carolina,37.0,Wake County,Wake,183.0,1810,17086,True,Pre-AC,136450.0,-119364.0,-87.48
G3701850,37.0185.0,North Carolina,37.0,Warren County,Warren,185.0,1810,11004,True,Pre-AC,23539.0,-12535.0,-53.25
G3701870,37.0187.0,North Carolina,37.0,Washington County,Washington,187.0,1810,3464,True,Pre-AC,13180.0,-9716.0,-73.72
G3701910,37.0191.0,North Carolina,37.0,Wayne County,Wayne,191.0,1810,8687,True,Pre-AC,64267.0,-55580.0,-86.48
G3701930,37.0193.0,North Carolina,37.0,Wilkes County,Wilkes,193.0,1810,9054,True,Pre-AC,45243.0,-36189.0,-79.99
G4500010,45.01.0,South Carolina,45.0,Abbeville County,Abbeville,1.0,1810,21156,True,Pre-AC,22456.0,-1300.0,-5.79
G4500110,45.011.0,South Carolina,45.0,Barnwell County,Barnwell,11.0,1810,12280,True,Pre-AC,17266.0,-4986.0,-28.88
G4500130,45.013.0,South Carolina,45.0,Beaufort County,Beaufort,13.0,1810,25887,True,Pre-AC,26993.0,-1106.0,-4.1
G4500190,45.019.0,South Carolina,45.0,Charleston County,Charleston,19.0,1810,63179,True,Pre-AC,164856.0,-101677.0,-61.68
G4500230,45.023.0,South Carolina,45.0,Chester County,Chester,23.0,1810,11479,True,Pre-AC,32597.0,-21118.0,-64.79
G4500250,45.025.0,South Carolina,45.0,Chesterfield County,Chesterfield,25.0,1810,5564,True,Pre-AC,36236.0,-30672.0,-84.65
G4500290,45.029.0,South Carolina,45.0,Colleton County,Colleton,29.0,1810,26359,True,Pre-AC,28242.0,-1883.0,-6.67
G4500310,45.031.0,South Carolina,45.0,Darlington County,Darlington,31.0,1810,9047,True,Pre-AC,50016.0,-40969.0,-81.91
G4500370,45.037.0,South Carolina,45.0,Edgefield County,Edgefield,37.0,1810,23160,True,Pre-AC,16591.0,6569.0,39.59
G4500390,45.039.0,South Carolina,45.0,Fairfield County,Fairfield,39.0,1810,11857,True,Pre-AC,21780.0,-9923.0,-45.56
G4500430,45.043.0,South Carolina,45.0,Georgetown County,Georgetown,43.0,1810,15679,True,Pre-AC,31762.0,-16083.0,-50.64
G4500450,45.045.0,South Carolina,45.0,Greenville County,Greenville,45.0,1810,13133,True,Pre-AC,168152.0,-155019.0,-92.19
G4500510,45.051.0,South Carolina,45.0,Horry County,Horry,51.0,1810,4349,True,Pre-AC,59820.0,-55471.0,-92.73
G4500550,45.055.0,South Carolina,45.0,Kershaw County,Kershaw,55.0,1810,9867,True,Pre-AC,32287.0,-22420.0,-69.44
G4500570,45.057.0,South Carolina,45.0,Lancaster County,Lancaster,57.0,1810,6318,True,Pre-AC,37071.0,-30753.0,-82.96
G4500590,45.059.0,South Carolina,45.0,Laurens County,Laurens,59.0,1810,14982,True,Pre-AC,46974.0,-31992.0,-68.11
G4500630,45.063.0,South Carolina,45.0,Lexington County,Lexington,63.0,1810,6641,True,Pre-AC,44279.0,-37638.0,-85.0
G4500670,45.067.0,South Carolina,45.0,Marion County,Marion,67.0,1810,8884,True,Pre-AC,33110.0,-24226.0,-73.17
G4500690,45.069.0,South Carolina,45.0,Marlboro County,Marlboro,69.0,1810,4966,True,Pre-AC,31766.0,-26800.0,-84.37
G4500710,45.071.0,South Carolina,45.0,Newberry County,Newberry,71.0,1810,13964,True,Pre-AC,31771.0,-17807.0,-56.05
G4500750,45.075.0,South Carolina,45.0,Orangeburg County,Orangeburg,75.0,1810,13229,True,Pre-AC,68726.0,-55497.0,-80.75
G4500755,,South Carolina,45.0,Pendleton County,Pendleton,,1810,22897,True,Pre-AC,,,
G4500790,45.079.0,South Carolina,45.0,Richland County,Richland,79.0,1810,9027,True,Pre-AC,142565.0,-133538.0,-93.67
G4500830,45.083.0,South Carolina,45.0,Spartanburg County,Spartanburg,83.0,1810,14259,True,Pre-AC,150349.0,-136090.0,-90.52
G4500850,45.085.0,South Carolina,45.0,Sumter County,Sumter,85.0,1810,19054,True,Pre-AC,57634.0,-38580.0,-66.94
G4500870,45.087.0,South Carolina,45.0,Union County,Union,87.0,1810,10995,True,Pre-AC,31334.0,-20339.0,-64.91
G4500890,45.089.0,South Carolina,45.0,Williamsburg County,Williamsburg,89.0,1810,6871,True,Pre-AC,43807.0,-36936.0,-84.32
G4500910,45.091.0,South Carolina,45.0,York County,York,91.0,1810,10032,True,Pre-AC,71596.0,-61564.0,-85.99
G4700010,47.01.0,Tennessee,47.0,Anderson County,Anderson,1.0,1810,3959,True,Pre-AC,59407.0,-55448.0,-93.34
G4700030,47.03.0,Tennessee,47.0,Bedford County,Bedford,3.0,1810,8242,True,Pre-AC,23627.0,-15385.0,-65.12
G4700070,47.07.0,Tennessee,47.0,Bledsoe County,Bledsoe,7.0,1810,3259,True,Pre-AC,8561.0,-5302.0,-61.93
G4700090,47.09.0,Tennessee,47.0,Blount County,Blount,9.0,1810,8839,True,Pre-AC,54691.0,-45852.0,-83.84
G4700130,47.013.0,Tennessee,47.0,Campbell County,Campbell,13.0,1810,2668,True,Pre-AC,34369.0,-31701.0,-92.24
G4700190,47.019.0,Tennessee,47.0,Carter County,Carter,19.0,1810,4190,True,Pre-AC,42432.0,-38242.0,-90.13
G4700250,47.025.0,Tennessee,47.0,Claiborne County,Claiborne,25.0,1810,4798,True,Pre-AC,24788.0,-19990.0,-80.64
G4700290,47.029.0,Tennessee,47.0,Cocke County,Cocke,29.0,1810,5154,True,Pre-AC,22991.0,-17837.0,-77.58
G4700370,47.037.0,Tennessee,47.0,Davidson County,Davidson,37.0,1810,15608,True,Pre-AC,321758.0,-306150.0,-95.15
G4700430,47.043.0,Tennessee,47.0,Dickson County,Dickson,43.0,1810,4516,True,Pre-AC,18805.0,-14289.0,-75.99
G4700510,47.051.0,Tennessee,47.0,Franklin County,Franklin,51.0,1810,5730,True,Pre-AC,25431.0,-19701.0,-77.47
G4700550,47.055.0,Tennessee,47.0,Giles County,Giles,55.0,1810,4546,True,Pre-AC,26961.0,-22415.0,-83.14
G4700570,47.057.0,Tennessee,47.0,Grainger County,Grainger,57.0,1810,6397,True,Pre-AC,13086.0,-6689.0,-51.12
G4700590,47.059.0,Tennessee,47.0,Greene County,Greene,59.0,1810,9713,True,Pre-AC,41048.0,-31335.0,-76.34
G4700730,47.073.0,Tennessee,47.0,Hawkins County,Hawkins,73.0,1810,7643,True,Pre-AC,30494.0,-22851.0,-74.94
G4700810,47.081.0,Tennessee,47.0,Hickman County,Hickman,81.0,1810,2583,True,Pre-AC,13353.0,-10770.0,-80.66
G4700850,47.085.0,Tennessee,47.0,Humphreys County,Humphreys,85.0,1810,1511,True,Pre-AC,11030.0,-9519.0,-86.3
G4700870,47.087.0,Tennessee,47.0,Jackson County,Jackson,87.0,1810,5401,True,Pre-AC,12348.0,-6947.0,-56.26
G4700890,47.089.0,Tennessee,47.0,Jefferson County,Jefferson,89.0,1810,7309,True,Pre-AC,19667.0,-12358.0,-62.84
G4700930,47.093.0,Tennessee,47.0,Knox County,Knox,93.0,1810,10171,True,Pre-AC,223007.0,-212836.0,-95.44
G4701030,47.0103.0,Tennessee,47.0,Lincoln County,Lincoln,103.0,1810,6104,True,Pre-AC,25624.0,-19520.0,-76.18
G4701190,47.0119.0,Tennessee,47.0,Maury County,Maury,119.0,1810,10359,True,Pre-AC,40368.0,-30009.0,-74.34
G4701250,47.0125.0,Tennessee,47.0,Montgomery County,Montgomery,125.0,1810,8021,True,Pre-AC,44186.0,-36165.0,-81.85
G4701330,47.0133.0,Tennessee,47.0,Overton County,Overton,133.0,1810,5643,True,Pre-AC,17566.0,-11923.0,-67.88
G4701430,47.0143.0,Tennessee,47.0,Rhea County,Rhea,143.0,1810,2504,True,Pre-AC,16041.0,-13537.0,-84.39
G4701450,47.0145.0,Tennessee,47.0,Roane County,Roane,145.0,1810,5581,True,Pre-AC,31665.0,-26084.0,-82.37
G4701470,47.0147.0,Tennessee,47.0,Robertson County,Robertson,147.0,1810,7270,True,Pre-AC,27024.0,-19754.0,-73.1
G4701490,47.0149.0,Tennessee,47.0,Rutherford County,Rutherford,149.0,1810,10265,True,Pre-AC,40696.0,-30431.0,-74.78
G4701550,47.0155.0,Tennessee,47.0,Sevier County,Sevier,155.0,1810,4595,True,Pre-AC,23375.0,-18780.0,-80.34
G4701590,47.0159.0,Tennessee,47.0,Smith County,Smith,159.0,1810,11649,True,Pre-AC,14098.0,-2449.0,-17.37
G4701610,47.0161.0,Tennessee,47.0,Stewart County,Stewart,161.0,1810,4262,True,Pre-AC,9175.0,-4913.0,-53.55
G4701630,47.0163.0,Tennessee,47.0,Sullivan County,Sullivan,163.0,1810,6847,True,Pre-AC,95063.0,-88216.0,-92.8
G4701650,47.0165.0,Tennessee,47.0,Sumner County,Sumner,165.0,1810,13792,True,Pre-AC,33533.0,-19741.0,-58.87
G4701770,47.0177.0,Tennessee,47.0,Warren County,Warren,177.0,1810,5725,True,Pre-AC,22271.0,-16546.0,-74.29
G4701790,47.0179.0,Tennessee,47.0,Washington County,Washington,179.0,1810,7740,True,Pre-AC,59971.0,-52231.0,-87.09
G4701850,47.0185.0,Tennessee,47.0,White County,White,185.0,1810,4028,True,Pre-AC,16204.0,-12176.0,-75.14
G4701870,47.0187.0,Tennessee,47.0,Williamson County,Williamson,187.0,1810,13153,True,Pre-AC,24307.0,-11154.0,-45.89
G4701890,47.0189.0,Tennessee,47.0,Wilson County,Wilson,189.0,1810,11952,True,Pre-AC,26318.0,-14366.0,-54.59
G0100010,1.01.0,Alabama,1.0,Autauga County,Autauga,1.0,1820,3853,True,Pre-AC,18186.0,-14333.0,-78.81
G0100030,1.03.0,Alabama,1.0,Baldwin County,Baldwin,3.0,1820,1713,True,Pre-AC,40997.0,-39284.0,-95.82
G0100090,1.09.0,Alabama,1.0,Blount County,Blount,9.0,1820,2415,True,Pre-AC,28975.0,-26560.0,-91.67
G0100130,1.013.0,Alabama,1.0,Butler County,Butler,13.0,1820,1405,True,Pre-AC,29228.0,-27823.0,-95.19
G0100135,,Alabama,1.0,Cahawba County,Cahawba,,1820,3676,True,Pre-AC,,,
G0100250,1.025.0,Alabama,1.0,Clarke County,Clarke,25.0,1820,5839,True,Pre-AC,26548.0,-20709.0,-78.01
G0100350,1.035.0,Alabama,1.0,Conecuh County,Conecuh,35.0,1820,5713,True,Pre-AC,21776.0,-16063.0,-73.76
G0100375,,Alabama,1.0,Cotaco County,Cotaco,,1820,5263,True,Pre-AC,,,
G0100470,1.047.0,Alabama,1.0,Dallas County,Dallas,47.0,1820,6003,True,Pre-AC,56270.0,-50267.0,-89.33
G0100590,1.059.0,Alabama,1.0,Franklin County,Franklin,59.0,1820,4988,True,Pre-AC,25705.0,-20717.0,-80.6
G0100630,1.063.0,Alabama,1.0,Greene County,Greene,63.0,1820,4554,True,Pre-AC,16482.0,-11928.0,-72.37
G0100670,1.067.0,Alabama,1.0,Henry County,Henry,67.0,1820,2638,True,Pre-AC,18674.0,-16036.0,-85.87
G0100710,1.071.0,Alabama,1.0,Jackson County,Jackson,71.0,1820,8751,True,Pre-AC,38998.0,-30247.0,-77.56
G0100770,1.077.0,Alabama,1.0,Lauderdale County,Lauderdale,77.0,1820,4963,True,Pre-AC,54179.0,-49216.0,-90.84
G0100790,1.079.0,Alabama,1.0,Lawrence County,Lawrence,79.0,1820,8652,True,Pre-AC,27128.0,-18476.0,-68.11
G0100830,1.083.0,Alabama,1.0,Limestone County,Limestone,83.0,1820,9871,True,Pre-AC,35766.0,-25895.0,-72.4
G0100890,1.089.0,Alabama,1.0,Madison County,Madison,89.0,1820,17481,True,Pre-AC,72903.0,-55422.0,-76.02
G0100910,1.091.0,Alabama,1.0,Marengo County,Marengo,91.0,1820,2933,True,Pre-AC,29494.0,-26561.0,-90.06
G0100970,1.097.0,Alabama,1.0,Mobile County,Mobile,97.0,1820,2672,True,Pre-AC,231105.0,-228433.0,-98.84
G0100990,1.099.0,Alabama,1.0,Monroe County,Monroe,99.0,1820,8838,True,Pre-AC,25732.0,-16894.0,-65.65
G0101010,1.0101.0,Alabama,1.0,Montgomery County,Montgomery,101.0,1820,6604,True,Pre-AC,138965.0,-132361.0,-95.25
G0101050,1.0105.0,Alabama,1.0,Perry County,Perry,105.0,1820,3646,True,Pre-AC,20439.0,-16793.0,-82.16
G0101170,1.0117.0,Alabama,1.0,Shelby County,Shelby,117.0,1820,2416,True,Pre-AC,30362.0,-27946.0,-92.04
G0101150,1.0115.0,Alabama,1.0,St. Clair County,St. Clair,115.0,1820,4166,True,Pre-AC,26687.0,-22521.0,-84.39
G0101250,1.0125.0,Alabama,1.0,Tuscaloosa County,Tuscaloosa,125.0,1820,8229,True,Pre-AC,94092.0,-85863.0,-91.25
G0101290,1.0129.0,Alabama,1.0,Washington County,Washington,129.0,1820,4118,True,Pre-AC,15612.0,-11494.0,-73.62
G0101310,1.0131.0,Alabama,1.0,Wilcox County,Wilcox,131.0,1820,2917,True,Pre-AC,23476.0,-20559.0,-87.57
G1300010,13.01.0,Georgia,13.0,Appling County,Appling,1.0,1820,1264,True,Pre-AC,14003.0,-12739.0,-90.97
G1300090,13.09.0,Georgia,13.0,Baldwin County,Baldwin,9.0,1820,7734,True,Pre-AC,29706.0,-21972.0,-73.96
G1300290,13.029.0,Georgia,13.0,Bryan County,Bryan,29.0,1820,3021,True,Pre-AC,5965.0,-2944.0,-49.35
