GISJOIN,FIPS,STATE,STATEFP,COUNTY,COUNTY_CLEAN,COUNTYFP,YEAR,POPULATION,DATA_SPARSE,AC_ERA,POP_1950,POP_CHANGE_FROM_1950,PCT_CHANGE_FROM_1950
G3700150,37.015.0,North Carolina,37.0,Bertie County,Bertie,15.0,1980,21024,False,AC Era,26439.0,-5415.0,-20.48
G3700170,37.017.0,North Carolina,37.0,Bladen County,Bladen,17.0,1980,30491,False,AC Era,29703.0,788.0,2.65
G3700190,37.019.0,North Carolina,37.0,Brunswick County,Brunswick,19.0,1980,35777,False,AC Era,19238.0,16539.0,85.97
G3700210,37.021.0,North Carolina,37.0,Buncombe County,Buncombe,21.0,1980,160934,False,AC Era,124403.0,36531.0,29.37
G3700230,37.023.0,North Carolina,37.0,Burke County,Burke,23.0,1980,72504,False,AC Era,45518.0,26986.0,59.29
G3700250,37.025.0,North Carolina,37.0,Cabarrus County,Cabarrus,25.0,1980,85895,False,AC Era,63783.0,22112.0,34.67
G3700270,37.027.0,North Carolina,37.0,Caldwell County,Caldwell,27.0,1980,67746,False,AC Era,43352.0,24394.0,56.27
G3700290,37.029.0,North Carolina,37.0,Camden County,Camden,29.0,1980,5829,False,AC Era,5223.0,606.0,11.6
G3700310,37.031.0,North Carolina,37.0,Carteret County,Carteret,31.0,1980,41092,False,AC Era,23059.0,18033.0,78.2
G3700330,37.033.0,North Carolina,37.0,Caswell County,Caswell,33.0,1980,20705,False,AC Era,20870.0,-165.0,-0.79
G3700350,37.035.0,North Carolina,37.0,Catawba County,Catawba,35.0,1980,105208,False,AC Era,61794.0,43414.0,70.26
G3700370,37.037.0,North Carolina,37.0,Chatham County,Chatham,37.0,1980,33415,False,AC Era,25392.0,8023.0,31.6
G3700390,37.039.0,North Carolina,37.0,Cherokee County,Cherokee,39.0,1980,18933,False,AC Era,18294.0,639.0,3.49
G3700410,37.041.0,North Carolina,37.0,Chowan County,Chowan,41.0,1980,12558,False,AC Era,12540.0,18.0,0.14
G3700430,37.043.0,North Carolina,37.0,Clay County,Clay,43.0,1980,6619,False,AC Era,6006.0,613.0,10.21
G3700450,37.045.0,North Carolina,37.0,Cleveland County,Cleveland,45.0,1980,83435,False,AC Era,64357.0,19078.0,29.64
G3700470,37.047.0,North Carolina,37.0,Columbus County,Columbus,47.0,1980,51037,False,AC Era,50621.0,416.0,0.82
G3700490,37.049.0,North Carolina,37.0,Craven County,Craven,49.0,1980,71043,False,AC Era,48823.0,22220.0,45.51
G3700510,37.051.0,North Carolina,37.0,Cumberland County,Cumberland,51.0,1980,247160,False,AC Era,96006.0,151154.0,157.44
G3700530,37.053.0,North Carolina,37.0,Currituck County,Currituck,53.0,1980,11089,False,AC Era,6201.0,4888.0,78.83
G3700550,37.055.0,North Carolina,37.0,Dare County,Dare,55.0,1980,13377,False,AC Era,5405.0,7972.0,147.49
G3700570,37.057.0,North Carolina,37.0,Davidson County,Davidson,57.0,1980,113162,False,AC Era,62244.0,50918.0,81.8
G3700590,37.059.0,North Carolina,37.0,Davie County,Davie,59.0,1980,24599,False,AC Era,15420.0,9179.0,59.53
G3700610,37.061.0,North Carolina,37.0,Duplin County,Duplin,61.0,1980,40952,False,AC Era,41074.0,-122.0,-0.3
G3700630,37.063.0,North Carolina,37.0,Durham County,Durham,63.0,1980,152785,False,AC Era,101639.0,51146.0,50.32
G3700650,37.065.0,North Carolina,37.0,Edgecombe County,Edgecombe,65.0,1980,55988,False,AC Era,51634.0,4354.0,8.43
G3700670,37.067.0,North Carolina,37.0,Forsyth County,Forsyth,67.0,1980,243683,False,AC Era,146135.0,97548.0,66.75
G3700690,37.069.0,North Carolina,37.0,Franklin County,Franklin,69.0,1980,30055,False,AC Era,31341.0,-1286.0,-4.1
G3700710,37.071.0,North Carolina,37.0,Gaston County,Gaston,71.0,1980,162568,False,AC Era,110836.0,51732.0,46.67
G3700730,37.073.0,North Carolina,37.0,Gates County,Gates,73.0,1980,8875,False,AC Era,9555.0,-680.0,-7.12
G3700750,37.075.0,North Carolina,37.0,Graham County,Graham,75.0,1980,7217,False,AC Era,6886.0,331.0,4.81
G3700770,37.077.0,North Carolina,37.0,Granville County,Granville,77.0,1980,34043,False,AC Era,31793.0,2250.0,7.08
G3700790,37.079.0,North Carolina,37.0,Greene County,Greene,79.0,1980,16117,False,AC Era,18024.0,-1907.0,-10.58
G3700810,37.081.0,North Carolina,37.0,Guilford County,Guilford,81.0,1980,317154,False,AC Era,191057.0,126097.0,66.0
G3700830,37.083.0,North Carolina,37.0,Halifax County,Halifax,83.0,1980,55286,False,AC Era,58377.0,-3091.0,-5.29
G3700850,37.085.0,North Carolina,37.0,Harnett County,Harnett,85.0,1980,59570,False,AC Era,47605.0,11965.0,25.13
G3700870,37.087.0,North Carolina,37.0,Haywood County,Haywood,87.0,1980,46495,False,AC Era,37631.0,8864.0,23.56
G3700890,37.089.0,North Carolina,37.0,Henderson County,Henderson,89.0,1980,58580,False,AC Era,30921.0,27659.0,89.45
G3700910,37.091.0,North Carolina,37.0,Hertford County,Hertford,91.0,1980,23368,False,AC Era,21453.0,1915.0,8.93
G3700930,37.093.0,North Carolina,37.0,Hoke County,Hoke,93.0,1980,20383,False,AC Era,15756.0,4627.0,29.37
G3700950,37.095.0,North Carolina,37.0,Hyde County,Hyde,95.0,1980,5873,False,AC Era,6479.0,-606.0,-9.35
G3700970,37.097.0,North Carolina,37.0,Iredell County,Iredell,97.0,1980,82538,False,AC Era,56303.0,26235.0,46.6
G3700990,37.099.0,North Carolina,37.0,Jackson County,Jackson,99.0,1980,25811,False,AC Era,19261.0,6550.0,34.01
G3701010,37.0101.0,North Carolina,37.0,Johnston County,Johnston,101.0,1980,70599,False,AC Era,65906.0,4693.0,7.12
G3701030,37.0103.0,North Carolina,37.0,Jones County,Jones,103.0,1980,9705,False,AC Era,11004.0,-1299.0,-11.8
G3701050,37.0105.0,North Carolina,37.0,Lee County,Lee,105.0,1980,36718,False,AC Era,23522.0,13196.0,56.1
G3701070,37.0107.0,North Carolina,37.0,Lenoir County,Lenoir,107.0,1980,59819,False,AC Era,45953.0,13866.0,30.17
G3701090,37.0109.0,North Carolina,37.0,Lincoln County,Lincoln,109.0,1980,42372,False,AC Era,27459.0,14913.0,54.31
G3701130,37.0113.0,North Carolina,37.0,Macon County,Macon,113.0,1980,20178,False,AC Era,16174.0,4004.0,24.76
G3701150,37.0115.0,North Carolina,37.0,Madison County,Madison,115.0,1980,16827,False,AC Era,20522.0,-3695.0,-18.01
G3701170,37.0117.0,North Carolina,37.0,Martin County,Martin,117.0,1980,25948,False,AC Era,27938.0,-1990.0,-7.12
G3701110,37.0111.0,North Carolina,37.0,McDowell County,McDowell,111.0,1980,35135,False,AC Era,25720.0,9415.0,36.61
G3701190,37.0119.0,North Carolina,37.0,Mecklenburg County,Mecklenburg,119.0,1980,404270,False,AC Era,197052.0,207218.0,105.16
G3701210,37.0121.0,North Carolina,37.0,Mitchell County,Mitchell,121.0,1980,14428,False,AC Era,15143.0,-715.0,-4.72
G3701230,37.0123.0,North Carolina,37.0,Montgomery County,Montgomery,123.0,1980,22469,False,AC Era,17260.0,5209.0,30.18
G3701250,37.0125.0,North Carolina,37.0,Moore County,Moore,125.0,1980,50505,False,AC Era,33129.0,17376.0,52.45
G3701270,37.0127.0,North Carolina,37.0,Nash County,Nash,127.0,1980,67153,False,AC Era,59919.0,7234.0,12.07
G3701290,37.0129.0,North Carolina,37.0,New Hanover County,New Hanover,129.0,1980,103471,False,AC Era,63272.0,40199.0,63.53
G3701310,37.0131.0,North Carolina,37.0,Northampton County,Northampton,131.0,1980,22584,False,AC Era,28432.0,-5848.0,-20.57
G3701330,37.0133.0,North Carolina,37.0,Onslow County,Onslow,133.0,1980,112784,False,AC Era,42047.0,70737.0,168.23
G3701350,37.0135.0,North Carolina,37.0,Orange County,Orange,135.0,1980,77055,False,AC Era,34435.0,42620.0,123.77
G3701370,37.0137.0,North Carolina,37.0,Pamlico County,Pamlico,137.0,1980,10398,False,AC Era,9993.0,405.0,4.05
G3701390,37.0139.0,North Carolina,37.0,Pasquotank County,Pasquotank,139.0,1980,28462,False,AC Era,24347.0,4115.0,16.9
G3701410,37.0141.0,North Carolina,37.0,Pender County,Pender,141.0,1980,22215,False,AC Era,18423.0,3792.0,20.58
G3701430,37.0143.0,North Carolina,37.0,Perquimans County,Perquimans,143.0,1980,9486,False,AC Era,9602.0,-116.0,-1.21
G3701450,37.0145.0,North Carolina,37.0,Person County,Person,145.0,1980,29164,False,AC Era,24361.0,4803.0,19.72
G3701470,37.0147.0,North Carolina,37.0,Pitt County,Pitt,147.0,1980,90146,False,AC Era,63789.0,26357.0,41.32
G3701490,37.0149.0,North Carolina,37.0,Polk County,Polk,149.0,1980,12984,False,AC Era,11627.0,1357.0,11.67
G3701510,37.0151.0,North Carolina,37.0,Randolph County,Randolph,151.0,1980,91728,False,AC Era,50804.0,40924.0,80.55
G3701530,37.0153.0,North Carolina,37.0,Richmond County,Richmond,153.0,1980,45481,False,AC Era,39597.0,5884.0,14.86
G3701550,37.0155.0,North Carolina,37.0,Robeson County,Robeson,155.0,1980,101610,False,AC Era,87769.0,13841.0,15.77
G3701570,37.0157.0,North Carolina,37.0,Rockingham County,Rockingham,157.0,1980,83426,False,AC Era,64816.0,18610.0,28.71
G3701590,37.0159.0,North Carolina,37.0,Rowan County,Rowan,159.0,1980,99186,False,AC Era,75410.0,23776.0,31.53
G3701610,37.0161.0,North Carolina,37.0,Rutherford County,Rutherford,161.0,1980,53787,False,AC Era,46356.0,7431.0,16.03
G3701630,37.0163.0,North Carolina,37.0,Sampson County,Sampson,163.0,1980,49687,False,AC Era,49780.0,-93.0,-0.19
G3701650,37.0165.0,North Carolina,37.0,Scotland County,Scotland,165.0,1980,32273,False,AC Era,26336.0,5937.0,22.54
G3701670,37.0167.0,North Carolina,37.0,Stanly County,Stanly,167.0,1980,48517,False,AC Era,37130.0,11387.0,30.67
G3701690,37.0169.0,North Carolina,37.0,Stokes County,Stokes,169.0,1980,33086,False,AC Era,21520.0,11566.0,53.75
G3701710,37.0171.0,North Carolina,37.0,Surry County,Surry,171.0,1980,59449,False,AC Era,45593.0,13856.0,30.39
G3701730,37.0173.0,North Carolina,37.0,Swain County,Swain,173.0,1980,10283,False,AC Era,9921.0,362.0,3.65
G3701750,37.0175.0,North Carolina,37.0,Transylvania County,Transylvania,175.0,1980,23417,False,AC Era,15194.0,8223.0,54.12
G3701770,37.0177.0,North Carolina,37.0,Tyrrell County,Tyrrell,177.0,1980,3975,False,AC Era,5048.0,-1073.0,-21.26
G3701790,37.0179.0,North Carolina,37.0,Union County,Union,179.0,1980,70380,False,AC Era,42034.0,28346.0,67.44
G3701810,37.0181.0,North Carolina,37.0,Vance County,Vance,181.0,1980,36748,False,AC Era,32101.0,4647.0,14.48
G3701830,37.0183.0,North Carolina,37.0,Wake County,Wake,183.0,1980,301327,False,AC Era,136450.0,164877.0,120.83
G3701850,37.0185.0,North Carolina,37.0,Warren County,Warren,185.0,1980,16232,False,AC Era,23539.0,-7307.0,-31.04
G3701870,37.0187.0,North Carolina,37.0,Washington County,Washington,187.0,1980,14801,False,AC Era,13180.0,1621.0,12.3
G3701890,37.0189.0,North Carolina,37.0,Watauga County,Watauga,189.0,1980,31666,False,AC Era,18342.0,13324.0,72.64
G3701910,37.0191.0,North Carolina,37.0,Wayne County,Wayne,191.0,1980,97054,False,AC Era,64267.0,32787.0,51.02
G3701930,37.0193.0,North Carolina,37.0,Wilkes County,Wilkes,193.0,1980,58657,False,AC Era,45243.0,13414.0,29.65
G3701950,37.0195.0,North Carolina,37.0,Wilson County,Wilson,195.0,1980,63132,False,AC Era,54506.0,8626.0,15.83
G3701970,37.0197.0,North Carolina,37.0,Yadkin County,Yadkin,197.0,1980,28439,False,AC Era,22133.0,6306.0,28.49
G3701990,37.0199.0,North Carolina,37.0,Yancey County,Yancey,199.0,1980,14934,False,AC Era,16306.0,-1372.0,-8.41
G4500010,45.01.0,South Carolina,45.0,Abbeville County,Abbeville,1.0,1980,22627,False,AC Era,22456.0,171.0,0.76
G4500030,45.03.0,South Carolina,45.0,Aiken County,Aiken,3.0,1980,105625,False,AC Era,53137.0,52488.0,98.78
G4500050,45.05.0,South Carolina,45.0,Allendale County,Allendale,5.0,1980,10700,False,AC Era,11773.0,-1073.0,-9.11
G4500070,45.07.0,South Carolina,45.0,Anderson County,Anderson,7.0,1980,133235,False,AC Era,90664.0,42571.0,46.95
G4500090,45.09.0,South Carolina,45.0,Bamberg County,Bamberg,9.0,1980,18118,False,AC Era,17533.0,585.0,3.34
G4500110,45.011.0,South Carolina,45.0,Barnwell County,Barnwell,11.0,1980,19868,False,AC Era,17266.0,2602.0,15.07
G4500130,45.013.0,South Carolina,45.0,Beaufort County,Beaufort,13.0,1980,65364,False,AC Era,26993.0,38371.0,142.15
G4500150,45.015.0,South Carolina,45.0,Berkeley County,Berkeley,15.0,1980,94727,False,AC Era,30251.0,64476.0,213.14
G4500170,45.017.0,South Carolina,45.0,Calhoun County,Calhoun,17.0,1980,12206,False,AC Era,14753.0,-2547.0,-17.26
G4500190,45.019.0,South Carolina,45.0,Charleston County,Charleston,19.0,1980,276974,False,AC Era,164856.0,112118.0,68.01
G4500210,45.021.0,South Carolina,45.0,Cherokee County,Cherokee,21.0,1980,40983,False,AC Era,34992.0,5991.0,17.12
G4500230,45.023.0,South Carolina,45.0,Chester County,Chester,23.0,1980,30148,False,AC Era,32597.0,-2449.0,-7.51
G4500250,45.025.0,South Carolina,45.0,Chesterfield County,Chesterfield,25.0,1980,38161,False,AC Era,36236.0,1925.0,5.31
G4500270,45.027.0,South Carolina,45.0,Clarendon County,Clarendon,27.0,1980,27464,False,AC Era,32215.0,-4751.0,-14.75
G4500290,45.029.0,South Carolina,45.0,Colleton County,Colleton,29.0,1980,31776,False,AC Era,28242.0,3534.0,12.51
G4500310,45.031.0,South Carolina,45.0,Darlington County,Darlington,31.0,1980,62717,False,AC Era,50016.0,12701.0,25.39
G4500330,45.033.0,South Carolina,45.0,Dillon County,Dillon,33.0,1980,31083,False,AC Era,30930.0,153.0,0.49
G4500350,45.035.0,South Carolina,45.0,Dorchester County,Dorchester,35.0,1980,58761,False,AC Era,22601.0,36160.0,159.99
G4500370,45.037.0,South Carolina,45.0,Edgefield County,Edgefield,37.0,1980,17528,False,AC Era,16591.0,937.0,5.65
G4500390,45.039.0,South Carolina,45.0,Fairfield County,Fairfield,39.0,1980,20700,False,AC Era,21780.0,-1080.0,-4.96
G4500410,45.041.0,South Carolina,45.0,Florence County,Florence,41.0,1980,110163,False,AC Era,79710.0,30453.0,38.2
G4500430,45.043.0,South Carolina,45.0,Georgetown County,Georgetown,43.0,1980,42461,False,AC Era,31762.0,10699.0,33.68
G4500450,45.045.0,South Carolina,45.0,Greenville County,Greenville,45.0,1980,287913,False,AC Era,168152.0,119761.0,71.22
G4500470,45.047.0,South Carolina,45.0,Greenwood County,Greenwood,47.0,1980,57847,False,AC Era,41628.0,16219.0,38.96
G4500490,45.049.0,South Carolina,45.0,Hampton County,Hampton,49.0,1980,18159,False,AC Era,18027.0,132.0,0.73
G4500510,45.051.0,South Carolina,45.0,Horry County,Horry,51.0,1980,101419,False,AC Era,59820.0,41599.0,69.54
G4500530,45.053.0,South Carolina,45.0,Jasper County,Jasper,53.0,1980,14504,False,AC Era,10995.0,3509.0,31.91
G4500550,45.055.0,South Carolina,45.0,Kershaw County,Kershaw,55.0,1980,39015,False,AC Era,32287.0,6728.0,20.84
G4500570,45.057.0,South Carolina,45.0,Lancaster County,Lancaster,57.0,1980,53361,False,AC Era,37071.0,16290.0,43.94
G4500590,45.059.0,South Carolina,45.0,Laurens County,Laurens,59.0,1980,52214,False,AC Era,46974.0,5240.0,11.16
G4500610,45.061.0,South Carolina,45.0,Lee County,Lee,61.0,1980,18929,False,AC Era,23173.0,-4244.0,-18.31
G4500630,45.063.0,South Carolina,45.0,Lexington County,Lexington,63.0,1980,140353,False,AC Era,44279.0,96074.0,216.97
G4500670,45.067.0,South Carolina,45.0,Marion County,Marion,67.0,1980,34179,False,AC Era,33110.0,1069.0,3.23
G4500690,45.069.0,South Carolina,45.0,Marlboro County,Marlboro,69.0,1980,31634,False,AC Era,31766.0,-132.0,-0.42
G4500650,45.065.0,South Carolina,45.0,McCormick County,McCormick,65.0,1980,7797,False,AC Era,9577.0,-1780.0,-18.59
G4500710,45.071.0,South Carolina,45.0,Newberry County,Newberry,71.0,1980,31242,False,AC Era,31771.0,-529.0,-1.67
G4500730,45.073.0,South Carolina,45.0,Oconee County,Oconee,73.0,1980,48611,False,AC Era,39050.0,9561.0,24.48
G4500750,45.075.0,South Carolina,45.0,Orangeburg County,Orangeburg,75.0,1980,82276,False,AC Era,68726.0,13550.0,19.72
G4500770,45.077.0,South Carolina,45.0,Pickens County,Pickens,77.0,1980,79292,False,AC Era,40058.0,39234.0,97.94
G4500790,45.079.0,South Carolina,45.0,Richland County,Richland,79.0,1980,269735,False,AC Era,142565.0,127170.0,89.2
G4500810,45.081.0,South Carolina,45.0,Saluda County,Saluda,81.0,1980,16150,False,AC Era,15924.0,226.0,1.42
G4500830,45.083.0,South Carolina,45.0,Spartanburg County,Spartanburg,83.0,1980,201861,False,AC Era,150349.0,51512.0,34.26
G4500850,45.085.0,South Carolina,45.0,Sumter County,Sumter,85.0,1980,88243,False,AC Era,57634.0,30609.0,53.11
G4500870,45.087.0,South Carolina,45.0,Union County,Union,87.0,1980,30751,False,AC Era,31334.0,-583.0,-1.86
G4500890,45.089.0,South Carolina,45.0,Williamsburg County,Williamsburg,89.0,1980,38226,False,AC Era,43807.0,-5581.0,-12.74
G4500910,45.091.0,South Carolina,45.0,York County,York,91.0,1980,106720,False,AC Era,71596.0,35124.0,49.06
G4700010,47.01.0,Tennessee,47.0,Anderson County,Anderson,1.0,1980,67346,False,AC Era,59407.0,7939.0,13.36
G4700030,47.03.0,Tennessee,47.0,Bedford County,Bedford,3.0,1980,27916,False,AC Era,23627.0,4289.0,18.15
G4700050,47.05.0,Tennessee,47.0,Benton County,Benton,5.0,1980,14901,False,AC Era,11495.0,3406.0,29.63
G4700070,47.07.0,Tennessee,47.0,Bledsoe County,Bledsoe,7.0,1980,9478,False,AC Era,8561.0,917.0,10.71
G4700090,47.09.0,Tennessee,47.0,Blount County,Blount,9.0,1980,77770,False,AC Era,54691.0,23079.0,42.2
G4700110,47.011.0,Tennessee,47.0,Bradley County,Bradley,11.0,1980,67547,False,AC Era,32338.0,35209.0,108.88
G4700130,47.013.0,Tennessee,47.0,Campbell County,Campbell,13.0,1980,34923,False,AC Era,34369.0,554.0,1.61
G4700150,47.015.0,Tennessee,47.0,Cannon County,Cannon,15.0,1980,10234,False,AC Era,9174.0,1060.0,11.55
G4700170,47.017.0,Tennessee,47.0,Carroll County,Carroll,17.0,1980,28285,False,AC Era,26553.0,1732.0,6.52
G4700190,47.019.0,Tennessee,47.0,Carter County,Carter,19.0,1980,50205,False,AC Era,42432.0,7773.0,18.32
G4700210,47.021.0,Tennessee,47.0,Cheatham County,Cheatham,21.0,1980,21616,False,AC Era,9167.0,12449.0,135.8
G4700230,47.023.0,Tennessee,47.0,Chester County,Chester,23.0,1980,12727,False,AC Era,11149.0,1578.0,14.15
G4700250,47.025.0,Tennessee,47.0,Claiborne County,Claiborne,25.0,1980,24595,False,AC Era,24788.0,-193.0,-0.78
G4700270,47.027.0,Tennessee,47.0,Clay County,Clay,27.0,1980,7676,False,AC Era,8701.0,-1025.0,-11.78
G4700290,47.029.0,Tennessee,47.0,Cocke County,Cocke,29.0,1980,28792,False,AC Era,22991.0,5801.0,25.23
G4700310,47.031.0,Tennessee,47.0,Coffee County,Coffee,31.0,1980,38311,False,AC Era,23049.0,15262.0,66.22
G4700330,47.033.0,Tennessee,47.0,Crockett County,Crockett,33.0,1980,14941,False,AC Era,16624.0,-1683.0,-10.12
G4700350,47.035.0,Tennessee,47.0,Cumberland County,Cumberland,35.0,1980,28676,False,AC Era,18877.0,9799.0,51.91
G4700370,47.037.0,Tennessee,47.0,Davidson County,Davidson,37.0,1980,477811,False,AC Era,321758.0,156053.0,48.5
G4700410,47.041.0,Tennessee,47.0,DeKalb County,DeKalb,41.0,1980,13589,False,AC Era,11680.0,1909.0,16.34
G4700390,47.039.0,Tennessee,47.0,Decatur County,Decatur,39.0,1980,10857,False,AC Era,9442.0,1415.0,14.99
G4700430,47.043.0,Tennessee,47.0,Dickson County,Dickson,43.0,1980,30037,False,AC Era,18805.0,11232.0,59.73
G4700450,47.045.0,Tennessee,47.0,Dyer County,Dyer,45.0,1980,34663,False,AC Era,33473.0,1190.0,3.56
G4700470,47.047.0,Tennessee,47.0,Fayette County,Fayette,47.0,1980,25305,False,AC Era,27535.0,-2230.0,-8.1
G4700490,47.049.0,Tennessee,47.0,Fentress County,Fentress,49.0,1980,14826,False,AC Era,14917.0,-91.0,-0.61
G4700510,47.051.0,Tennessee,47.0,Franklin County,Franklin,51.0,1980,31983,False,AC Era,25431.0,6552.0,25.76
G4700530,47.053.0,Tennessee,47.0,Gibson County,Gibson,53.0,1980,49467,False,AC Era,48132.0,1335.0,2.77
G4700550,47.055.0,Tennessee,47.0,Giles County,Giles,55.0,1980,24625,False,AC Era,26961.0,-2336.0,-8.66
G4700570,47.057.0,Tennessee,47.0,Grainger County,Grainger,57.0,1980,16751,False,AC Era,13086.0,3665.0,28.01
G4700590,47.059.0,Tennessee,47.0,Greene County,Greene,59.0,1980,54422,False,AC Era,41048.0,13374.0,32.58
G4700610,47.061.0,Tennessee,47.0,Grundy County,Grundy,61.0,1980,13787,False,AC Era,12558.0,1229.0,9.79
G4700630,47.063.0,Tennessee,47.0,Hamblen County,Hamblen,63.0,1980,49300,False,AC Era,23976.0,25324.0,105.62
G4700650,47.065.0,Tennessee,47.0,Hamilton County,Hamilton,65.0,1980,287740,False,AC Era,208255.0,79485.0,38.17
G4700670,47.067.0,Tennessee,47.0,Hancock County,Hancock,67.0,1980,6887,False,AC Era,9116.0,-2229.0,-24.45
G4700690,47.069.0,Tennessee,47.0,Hardeman County,Hardeman,69.0,1980,23873,False,AC Era,23311.0,562.0,2.41
G4700710,47.071.0,Tennessee,47.0,Hardin County,Hardin,71.0,1980,22280,False,AC Era,16908.0,5372.0,31.77
G4700730,47.073.0,Tennessee,47.0,Hawkins County,Hawkins,73.0,1980,43751,False,AC Era,30494.0,13257.0,43.47
G4700750,47.075.0,Tennessee,47.0,Haywood County,Haywood,75.0,1980,20318,False,AC Era,26212.0,-5894.0,-22.49
G4700770,47.077.0,Tennessee,47.0,Henderson County,Henderson,77.0,1980,21390,False,AC Era,17173.0,4217.0,24.56
G4700790,47.079.0,Tennessee,47.0,Henry County,Henry,79.0,1980,28656,False,AC Era,23828.0,4828.0,20.26
G4700810,47.081.0,Tennessee,47.0,Hickman County,Hickman,81.0,1980,15151,False,AC Era,13353.0,1798.0,13.47
G4700830,47.083.0,Tennessee,47.0,Houston County,Houston,83.0,1980,6871,False,AC Era,5318.0,1553.0,29.2
G4700850,47.085.0,Tennessee,47.0,Humphreys County,Humphreys,85.0,1980,15957,False,AC Era,11030.0,4927.0,44.67
G4700870,47.087.0,Tennessee,47.0,Jackson County,Jackson,87.0,1980,9398,False,AC Era,12348.0,-2950.0,-23.89
G4700890,47.089.0,Tennessee,47.0,Jefferson County,Jefferson,89.0,1980,31284,False,AC Era,19667.0,11617.0,59.07
G4700910,47.091.0,Tennessee,47.0,Johnson County,Johnson,91.0,1980,13745,False,AC Era,12278.0,1467.0,11.95
G4700930,47.093.0,Tennessee,47.0,Knox County,Knox,93.0,1980,319694,False,AC Era,223007.0,96687.0,43.36
G4700950,47.095.0,Tennessee,47.0,Lake County,Lake,95.0,1980,7455,False,AC Era,11655.0,-4200.0,-36.04
G4700970,47.097.0,Tennessee,47.0,Lauderdale County,Lauderdale,97.0,1980,24555,False,AC Era,25047.0,-492.0,-1.96
G4700990,47.099.0,Tennessee,47.0,Lawrence County,Lawrence,99.0,1980,34110,False,AC Era,28818.0,5292.0,18.36
G4701010,47.0101.0,Tennessee,47.0,Lewis County,Lewis,101.0,1980,9700,False,AC Era,6078.0,3622.0,59.59
G4701030,47.0103.0,Tennessee,47.0,Lincoln County,Lincoln,103.0,1980,26483,False,AC Era,25624.0,859.0,3.35
G4701050,47.0105.0,Tennessee,47.0,Loudon County,Loudon,105.0,1980,28553,False,AC Era,23182.0,5371.0,23.17
G4701110,47.0111.0,Tennessee,47.0,Macon County,Macon,111.0,1980,15700,False,AC Era,13599.0,2101.0,15.45
G4701130,47.0113.0,Tennessee,47.0,Madison County,Madison,113.0,1980,74546,False,AC Era,60128.0,14418.0,23.98
G4701150,47.0115.0,Tennessee,47.0,Marion County,Marion,115.0,1980,24416,False,AC Era,20520.0,3896.0,18.99
G4701170,47.0117.0,Tennessee,47.0,Marshall County,Marshall,117.0,1980,19698,False,AC Era,17768.0,1930.0,10.86
G4701190,47.0119.0,Tennessee,47.0,Maury County,Maury,119.0,1980,51095,False,AC Era,40368.0,10727.0,26.57
G4701070,47.0107.0,Tennessee,47.0,McMinn County,McMinn,107.0,1980,41878,False,AC Era,32024.0,9854.0,30.77
G4701090,47.0109.0,Tennessee,47.0,McNairy County,McNairy,109.0,1980,22525,False,AC Era,20390.0,2135.0,10.47
G4701210,47.0121.0,Tennessee,47.0,Meigs County,Meigs,121.0,1980,7431,False,AC Era,6080.0,1351.0,22.22
G4701230,47.0123.0,Tennessee,47.0,Monroe County,Monroe,123.0,1980,28700,False,AC Era,24513.0,4187.0,17.08
G4701250,47.0125.0,Tennessee,47.0,Montgomery County,Montgomery,125.0,1980,83342,False,AC Era,44186.0,39156.0,88.62
G4701270,47.0127.0,Tennessee,47.0,Moore County,Moore,127.0,1980,4510,False,AC Era,3948.0,562.0,14.24
G4701290,47.0129.0,Tennessee,47.0,Morgan County,Morgan,129.0,1980,16604,False,AC Era,15727.0,877.0,5.58
G4701310,47.0131.0,Tennessee,47.0,Obion County,Obion,131.0,1980,32781,False,AC Era,29056.0,3725.0,12.82
G4701330,47.0133.0,Tennessee,47.0,Overton County,Overton,133.0,1980,17575,False,AC Era,17566.0,9.0,0.05
G4701350,47.0135.0,Tennessee,47.0,Perry County,Perry,135.0,1980,6111,False,AC Era,6462.0,-351.0,-5.43
G4701370,47.0137.0,Tennessee,47.0,Pickett County,Pickett,137.0,1980,4358,False,AC Era,5093.0,-735.0,-14.43
G4701390,47.0139.0,Tennessee,47.0,Polk County,Polk,139.0,1980,13602,False,AC Era,14074.0,-472.0,-3.35
G4701410,47.0141.0,Tennessee,47.0,Putnam County,Putnam,141.0,1980,47690,False,AC Era,29869.0,17821.0,59.66
G4701430,47.0143.0,Tennessee,47.0,Rhea County,Rhea,143.0,1980,24235,False,AC Era,16041.0,8194.0,51.08
G4701450,47.0145.0,Tennessee,47.0,Roane County,Roane,145.0,1980,48425,False,AC Era,31665.0,16760.0,52.93
G4701470,47.0147.0,Tennessee,47.0,Robertson County,Robertson,147.0,1980,37021,False,AC Era,27024.0,9997.0,36.99
G4701490,47.0149.0,Tennessee,47.0,Rutherford County,Rutherford,149.0,1980,84058,False,AC Era,40696.0,43362.0,106.55
G4701510,47.0151.0,Tennessee,47.0,Scott County,Scott,151.0,1980,19259,False,AC Era,17362.0,1897.0,10.93
G4701530,47.0153.0,Tennessee,47.0,Sequatchie County,Sequatchie,153.0,1980,8605,False,AC Era,5685.0,2920.0,51.36
G4701550,47.0155.0,Tennessee,47.0,Sevier County,Sevier,155.0,1980,41418,False,AC Era,23375.0,18043.0,77.19
G4701570,47.0157.0,Tennessee,47.0,Shelby County,Shelby,157.0,1980,777113,False,AC Era,482393.0,294720.0,61.1
