FIPS,STATE,COUNTY_CLEAN,POPULATION,POP_1950,POP_CHANGE_FROM_1950,PCT_CHANGE_FROM_1950
28.069.0,Mississippi,Kemper,8988,15893.0,-6905.0,-43.45
28.071.0,Mississippi,Lafayette,55813,22798.0,33015.0,144.82
28.073.0,Mississippi,Lamar,64222,13225.0,50997.0,385.61
28.075.0,Mississippi,Lauderdale,72984,64171.0,8813.0,13.73
28.077.0,Mississippi,Lawrence,12016,12639.0,-623.0,-4.93
28.079.0,Mississippi,Leake,21275,21610.0,-335.0,-1.55
28.081.0,Mississippi,Lee,83343,38237.0,45106.0,117.96
28.083.0,Mississippi,Leflore,28339,51813.0,-23474.0,-45.31
28.085.0,Mississippi,Lincoln,34907,27899.0,7008.0,25.12
28.087.0,Mississippi,Lowndes,58879,37852.0,21027.0,55.55
28.089.0,Mississippi,Madison,109145,33860.0,75285.0,222.34
28.091.0,Mississippi,Marion,24441,23967.0,474.0,1.98
28.093.0,Mississippi,Marshall,33752,25106.0,8646.0,34.44
28.095.0,Mississippi,Monroe,34180,36543.0,-2363.0,-6.47
28.097.0,Mississippi,Montgomery,9822,14470.0,-4648.0,-32.12
28.099.0,Mississippi,Neshoba,29087,25730.0,3357.0,13.05
28.0101.0,Mississippi,Newton,21291,22681.0,-1390.0,-6.13
28.0103.0,Mississippi,Noxubee,10285,20022.0,-9737.0,-48.63
28.0105.0,Mississippi,Oktibbeha,51788,24569.0,27219.0,110.79
28.0107.0,Mississippi,Panola,33208,31271.0,1937.0,6.19
28.0109.0,Mississippi,Pearl River,56145,20641.0,35504.0,172.01
28.0111.0,Mississippi,Perry,11511,9108.0,2403.0,26.38
28.0113.0,Mississippi,Pike,40324,35137.0,5187.0,14.76
28.0115.0,Mississippi,Pontotoc,31184,19994.0,11190.0,55.97
28.0117.0,Mississippi,Prentiss,25008,19810.0,5198.0,26.24
28.0119.0,Mississippi,Quitman,6176,25885.0,-19709.0,-76.14
28.0121.0,Mississippi,Rankin,157031,28881.0,128150.0,443.72
28.0123.0,Mississippi,Scott,27990,21681.0,6309.0,29.1
28.0125.0,Mississippi,Sharkey,3800,12903.0,-9103.0,-70.55
28.0127.0,Mississippi,Simpson,25949,21819.0,4130.0,18.93
28.0129.0,Mississippi,Smith,14209,16740.0,-2531.0,-15.12
28.0131.0,Mississippi,Stone,18333,6264.0,12069.0,192.67
28.0133.0,Mississippi,Sunflower,25971,56031.0,-30060.0,-53.65
28.0135.0,Mississippi,Tallahatchie,12715,30486.0,-17771.0,-58.29
28.0137.0,Mississippi,Tate,28064,18011.0,10053.0,55.82
28.0139.0,Mississippi,Tippah,21815,17522.0,4293.0,24.5
28.0141.0,Mississippi,Tishomingo,18850,15544.0,3306.0,21.27
28.0143.0,Mississippi,Tunica,9782,21664.0,-11882.0,-54.85
28.0145.0,Mississippi,Union,27777,20262.0,7515.0,37.09
28.0147.0,Mississippi,Walthall,13884,15563.0,-1679.0,-10.79
28.0149.0,Mississippi,Warren,44722,39616.0,5106.0,12.89
28.0151.0,Mississippi,Washington,44922,70504.0,-25582.0,-36.28
28.0153.0,Mississippi,Wayne,19779,17010.0,2769.0,16.28
28.0155.0,Mississippi,Webster,9926,11607.0,-1681.0,-14.48
28.0157.0,Mississippi,Wilkinson,8587,14116.0,-5529.0,-39.17
28.0159.0,Mississippi,Winston,17714,22231.0,-4517.0,-20.32
28.0161.0,Mississippi,Yalobusha,12481,15191.0,-2710.0,-17.84
28.0163.0,Mississippi,Yazoo,26743,35712.0,-8969.0,-25.11
37.01.0,North Carolina,Alamance,171415,71220.0,100195.0,140.68
37.03.0,North Carolina,Alexander,36444,14554.0,21890.0,150.41
37.05.0,North Carolina,Alleghany,10888,8155.0,2733.0,33.51
37.07.0,North Carolina,Anson,22055,26781.0,-4726.0,-17.65
37.09.0,North Carolina,Ashe,26577,21878.0,4699.0,21.48
37.011.0,North Carolina,Avery,17806,13352.0,4454.0,33.36
37.013.0,North Carolina,Beaufort,44652,37134.0,7518.0,20.25
37.015.0,North Carolina,Bertie,17934,26439.0,-8505.0,-32.17
37.017.0,North Carolina,Bladen,29606,29703.0,-97.0,-0.33
37.019.0,North Carolina,Brunswick,136693,19238.0,117455.0,610.54
37.021.0,North Carolina,Buncombe,269452,124403.0,145049.0,116.6
37.023.0,North Carolina,Burke,87570,45518.0,42052.0,92.39
37.025.0,North Carolina,Cabarrus,225804,63783.0,162021.0,254.02
37.027.0,North Carolina,Caldwell,80652,43352.0,37300.0,86.04
37.029.0,North Carolina,Camden,10355,5223.0,5132.0,98.26
37.031.0,North Carolina,Carteret,67686,23059.0,44627.0,193.53
37.033.0,North Carolina,Caswell,22736,20870.0,1866.0,8.94
37.035.0,North Carolina,Catawba,160610,61794.0,98816.0,159.91
37.037.0,North Carolina,Chatham,76285,25392.0,50893.0,200.43
37.039.0,North Carolina,Cherokee,28774,18294.0,10480.0,57.29
37.041.0,North Carolina,Chowan,13708,12540.0,1168.0,9.31
37.043.0,North Carolina,Clay,11089,6006.0,5083.0,84.63
37.045.0,North Carolina,Cleveland,99519,64357.0,35162.0,54.64
37.047.0,North Carolina,Columbus,50623,50621.0,2.0,0.0
37.049.0,North Carolina,Craven,100720,48823.0,51897.0,106.3
37.051.0,North Carolina,Cumberland,334728,96006.0,238722.0,248.65
37.053.0,North Carolina,Currituck,28100,6201.0,21899.0,353.15
37.055.0,North Carolina,Dare,36915,5405.0,31510.0,582.98
37.057.0,North Carolina,Davidson,168930,62244.0,106686.0,171.4
37.059.0,North Carolina,Davie,42712,15420.0,27292.0,176.99
37.061.0,North Carolina,Duplin,48715,41074.0,7641.0,18.6
37.063.0,North Carolina,Durham,324833,101639.0,223194.0,219.59
37.065.0,North Carolina,Edgecombe,48900,51634.0,-2734.0,-5.29
37.067.0,North Carolina,Forsyth,382590,146135.0,236455.0,161.81
37.069.0,North Carolina,Franklin,68573,31341.0,37232.0,118.8
37.071.0,North Carolina,Gaston,227943,110836.0,117107.0,105.66
37.073.0,North Carolina,Gates,10478,9555.0,923.0,9.66
37.075.0,North Carolina,Graham,8030,6886.0,1144.0,16.61
37.077.0,North Carolina,Granville,60992,31793.0,29199.0,91.84
37.079.0,North Carolina,Greene,20451,18024.0,2427.0,13.47
37.081.0,North Carolina,Guilford,541299,191057.0,350242.0,183.32
37.083.0,North Carolina,Halifax,48622,58377.0,-9755.0,-16.71
37.085.0,North Carolina,Harnett,133568,47605.0,85963.0,180.58
37.087.0,North Carolina,Haywood,62089,37631.0,24458.0,64.99
37.089.0,North Carolina,Henderson,116281,30921.0,85360.0,276.06
37.091.0,North Carolina,Hertford,21552,21453.0,99.0,0.46
37.093.0,North Carolina,Hoke,52082,15756.0,36326.0,230.55
37.095.0,North Carolina,Hyde,4589,6479.0,-1890.0,-29.17
37.097.0,North Carolina,Iredell,186693,56303.0,130390.0,231.59
37.099.0,North Carolina,Jackson,43109,19261.0,23848.0,123.81
37.0101.0,North Carolina,Johnston,215999,65906.0,150093.0,227.74
37.0103.0,North Carolina,Jones,9172,11004.0,-1832.0,-16.65
37.0105.0,North Carolina,Lee,63285,23522.0,39763.0,169.05
37.0107.0,North Carolina,Lenoir,55122,45953.0,9169.0,19.95
37.0109.0,North Carolina,Lincoln,86810,27459.0,59351.0,216.14
37.0113.0,North Carolina,Macon,37014,16174.0,20840.0,128.85
37.0115.0,North Carolina,Madison,21193,20522.0,671.0,3.27
37.0117.0,North Carolina,Martin,22031,27938.0,-5907.0,-21.14
37.0111.0,North Carolina,McDowell,44578,25720.0,18858.0,73.32
37.0119.0,North Carolina,Mecklenburg,1115482,197052.0,918430.0,466.09
37.0121.0,North Carolina,Mitchell,14903,15143.0,-240.0,-1.58
37.0123.0,North Carolina,Montgomery,25751,17260.0,8491.0,49.19
37.0125.0,North Carolina,Moore,99727,33129.0,66598.0,201.03
37.0127.0,North Carolina,Nash,94970,59919.0,35051.0,58.5
37.0129.0,North Carolina,New Hanover,225702,63272.0,162430.0,256.72
37.0131.0,North Carolina,Northampton,17471,28432.0,-10961.0,-38.55
37.0133.0,North Carolina,Onslow,204576,42047.0,162529.0,386.54
37.0135.0,North Carolina,Orange,148696,34435.0,114261.0,331.82
37.0137.0,North Carolina,Pamlico,12276,9993.0,2283.0,22.85
37.0139.0,North Carolina,Pasquotank,40568,24347.0,16221.0,66.62
37.0141.0,North Carolina,Pender,60203,18423.0,41780.0,226.78
37.0143.0,North Carolina,Perquimans,13005,9602.0,3403.0,35.44
37.0145.0,North Carolina,Person,39097,24361.0,14736.0,60.49
37.0147.0,North Carolina,Pitt,170243,63789.0,106454.0,166.88
37.0149.0,North Carolina,Polk,19328,11627.0,7701.0,66.23
37.0151.0,North Carolina,Randolph,144171,50804.0,93367.0,183.78
37.0153.0,North Carolina,Richmond,42946,39597.0,3349.0,8.46
37.0155.0,North Carolina,Robeson,116530,87769.0,28761.0,32.77
37.0157.0,North Carolina,Rockingham,91096,64816.0,26280.0,40.55
37.0159.0,North Carolina,Rowan,146875,75410.0,71465.0,94.77
37.0161.0,North Carolina,Rutherford,64444,46356.0,18088.0,39.02
37.0163.0,North Carolina,Sampson,59036,49780.0,9256.0,18.59
37.0165.0,North Carolina,Scotland,34174,26336.0,7838.0,29.76
37.0167.0,North Carolina,Stanly,62504,37130.0,25374.0,68.34
37.0169.0,North Carolina,Stokes,44520,21520.0,23000.0,106.88
37.0171.0,North Carolina,Surry,71359,45593.0,25766.0,56.51
37.0173.0,North Carolina,Swain,14117,9921.0,4196.0,42.29
37.0175.0,North Carolina,Transylvania,32986,15194.0,17792.0,117.1
37.0177.0,North Carolina,Tyrrell,3245,5048.0,-1803.0,-35.72
37.0179.0,North Carolina,Union,238267,42034.0,196233.0,466.84
37.0181.0,North Carolina,Vance,42578,32101.0,10477.0,32.64
37.0183.0,North Carolina,Wake,1129410,136450.0,992960.0,727.71
37.0185.0,North Carolina,Warren,18642,23539.0,-4897.0,-20.8
37.0187.0,North Carolina,Washington,11003,13180.0,-2177.0,-16.52
37.0189.0,North Carolina,Watauga,54086,18342.0,35744.0,194.88
37.0191.0,North Carolina,Wayne,117333,64267.0,53066.0,82.57
37.0193.0,North Carolina,Wilkes,65969,45243.0,20726.0,45.81
37.0195.0,North Carolina,Wilson,78784,54506.0,24278.0,44.54
37.0197.0,North Carolina,Yadkin,37214,22133.0,15081.0,68.14
37.0199.0,North Carolina,Yancey,18470,16306.0,2164.0,13.27
45.01.0,South Carolina,Abbeville,24295,22456.0,1839.0,8.19
45.03.0,South Carolina,Aiken,168808,53137.0,115671.0,217.68
45.05.0,South Carolina,Allendale,8039,11773.0,-3734.0,-31.72
45.07.0,South Carolina,Anderson,203718,90664.0,113054.0,124.7
45.09.0,South Carolina,Bamberg,13311,17533.0,-4222.0,-24.08
45.011.0,South Carolina,Barnwell,20589,17266.0,3323.0,19.25
45.013.0,South Carolina,Beaufort,187117,26993.0,160124.0,593.21
45.015.0,South Carolina,Berkeley,229861,30251.0,199610.0,659.85
45.017.0,South Carolina,Calhoun,14119,14753.0,-634.0,-4.3
45.019.0,South Carolina,Charleston,408235,164856.0,243379.0,147.63
45.021.0,South Carolina,Cherokee,56216,34992.0,21224.0,60.65
45.023.0,South Carolina,Chester,32294,32597.0,-303.0,-0.93
45.025.0,South Carolina,Chesterfield,43273,36236.0,7037.0,19.42
45.027.0,South Carolina,Clarendon,31144,32215.0,-1071.0,-3.32
45.029.0,South Carolina,Colleton,38604,28242.0,10362.0,36.69
45.031.0,South Carolina,Darlington,62905,50016.0,12889.0,25.77
45.033.0,South Carolina,Dillon,28292,30930.0,-2638.0,-8.53
45.035.0,South Carolina,Dorchester,161540,22601.0,138939.0,614.75
45.037.0,South Carolina,Edgefield,25657,16591.0,9066.0,54.64
45.039.0,South Carolina,Fairfield,20948,21780.0,-832.0,-3.82
45.041.0,South Carolina,Florence,137059,79710.0,57349.0,71.95
45.043.0,South Carolina,Georgetown,63404,31762.0,31642.0,99.62
45.045.0,South Carolina,Greenville,525534,168152.0,357382.0,212.54
45.047.0,South Carolina,Greenwood,69351,41628.0,27723.0,66.6
45.049.0,South Carolina,Hampton,18561,18027.0,534.0,2.96
45.051.0,South Carolina,Horry,351029,59820.0,291209.0,486.81
45.053.0,South Carolina,Jasper,28791,10995.0,17796.0,161.86
45.055.0,South Carolina,Kershaw,65403,32287.0,33116.0,102.57
45.057.0,South Carolina,Lancaster,96016,37071.0,58945.0,159.01
45.059.0,South Carolina,Laurens,67539,46974.0,20565.0,43.78
45.061.0,South Carolina,Lee,16531,23173.0,-6642.0,-28.66
45.063.0,South Carolina,Lexington,293991,44279.0,249712.0,563.95
45.067.0,South Carolina,Marion,29183,33110.0,-3927.0,-11.86
45.069.0,South Carolina,Marlboro,26667,31766.0,-5099.0,-16.05
45.065.0,South Carolina,McCormick,9526,9577.0,-51.0,-0.53
45.071.0,South Carolina,Newberry,37719,31771.0,5948.0,18.72
45.073.0,South Carolina,Oconee,78607,39050.0,39557.0,101.3
45.075.0,South Carolina,Orangeburg,84223,68726.0,15497.0,22.55
45.077.0,South Carolina,Pickens,131404,40058.0,91346.0,228.03
45.079.0,South Carolina,Richland,416147,142565.0,273582.0,191.9
45.081.0,South Carolina,Saluda,18862,15924.0,2938.0,18.45
45.083.0,South Carolina,Spartanburg,327997,150349.0,177648.0,118.16
45.085.0,South Carolina,Sumter,105556,57634.0,47922.0,83.15
45.087.0,South Carolina,Union,27244,31334.0,-4090.0,-13.05
45.089.0,South Carolina,Williamsburg,31026,43807.0,-12781.0,-29.18
45.091.0,South Carolina,York,282090,71596.0,210494.0,294.0
47.01.0,Tennessee,Anderson,77123,59407.0,17716.0,29.82
47.03.0,Tennessee,Bedford,50237,23627.0,26610.0,112.63
47.05.0,Tennessee,Benton,15864,11495.0,4369.0,38.01
47.07.0,Tennessee,Bledsoe,14913,8561.0,6352.0,74.2
47.09.0,Tennessee,Blount,135280,54691.0,80589.0,147.35
47.011.0,Tennessee,Bradley,108620,32338.0,76282.0,235.89
47.013.0,Tennessee,Campbell,39272,34369.0,4903.0,14.27
47.015.0,Tennessee,Cannon,14506,9174.0,5332.0,58.12
47.017.0,Tennessee,Carroll,28440,26553.0,1887.0,7.11
47.019.0,Tennessee,Carter,56356,42432.0,13924.0,32.81
47.021.0,Tennessee,Cheatham,41072,9167.0,31905.0,348.04
47.023.0,Tennessee,Chester,17341,11149.0,6192.0,55.54
47.025.0,Tennessee,Claiborne,32043,24788.0,7255.0,29.27
47.027.0,Tennessee,Clay,7581,8701.0,-1120.0,-12.87
47.029.0,Tennessee,Cocke,35999,22991.0,13008.0,56.58
47.031.0,Tennessee,Coffee,57889,23049.0,34840.0,151.16
47.033.0,Tennessee,Crockett,13911,16624.0,-2713.0,-16.32
47.035.0,Tennessee,Cumberland,61145,18877.0,42268.0,223.91
47.037.0,Tennessee,Davidson,715884,321758.0,394126.0,122.49
47.041.0,Tennessee,DeKalb,20080,11680.0,8400.0,71.92
47.039.0,Tennessee,Decatur,11435,9442.0,1993.0,21.11
47.043.0,Tennessee,Dickson,54315,18805.0,35510.0,188.83
47.045.0,Tennessee,Dyer,36801,33473.0,3328.0,9.94
47.047.0,Tennessee,Fayette,41990,27535.0,14455.0,52.5
47.049.0,Tennessee,Fentress,18489,14917.0,3572.0,23.95
47.051.0,Tennessee,Franklin,42774,25431.0,17343.0,68.2
47.053.0,Tennessee,Gibson,50429,48132.0,2297.0,4.77
47.055.0,Tennessee,Giles,30346,26961.0,3385.0,12.56
47.057.0,Tennessee,Grainger,23527,13086.0,10441.0,79.79
47.059.0,Tennessee,Greene,70152,41048.0,29104.0,70.9
47.061.0,Tennessee,Grundy,13529,12558.0,971.0,7.73
47.063.0,Tennessee,Hamblen,64499,23976.0,40523.0,169.01
47.065.0,Tennessee,Hamilton,366207,208255.0,157952.0,75.85
47.067.0,Tennessee,Hancock,6662,9116.0,-2454.0,-26.92
47.069.0,Tennessee,Hardeman,25462,23311.0,2151.0,9.23
47.071.0,Tennessee,Hardin,26831,16908.0,9923.0,58.69
47.073.0,Tennessee,Hawkins,56721,30494.0,26227.0,86.01
47.075.0,Tennessee,Haywood,17864,26212.0,-8348.0,-31.85
47.077.0,Tennessee,Henderson,27842,17173.0,10669.0,62.13
47.079.0,Tennessee,Henry,32199,23828.0,8371.0,35.13
47.081.0,Tennessee,Hickman,24925,13353.0,11572.0,86.66
47.083.0,Tennessee,Houston,8283,5318.0,2965.0,55.75
47.085.0,Tennessee,Humphreys,18990,11030.0,7960.0,72.17
47.087.0,Tennessee,Jackson,11617,12348.0,-731.0,-5.92
47.089.0,Tennessee,Jefferson,54683,19667.0,35016.0,178.04
47.091.0,Tennessee,Johnson,17948,12278.0,5670.0,46.18
47.093.0,Tennessee,Knox,478971,223007.0,255964.0,114.78
47.095.0,Tennessee,Lake,7005,11655.0,-4650.0,-39.9
47.097.0,Tennessee,Lauderdale,25143,25047.0,96.0,0.38
47.099.0,Tennessee,Lawrence,44159,28818.0,15341.0,53.23
47.0101.0,Tennessee,Lewis,12582,6078.0,6504.0,107.01
47.0103.0,Tennessee,Lincoln,35319,25624.0,9695.0,37.84
47.0105.0,Tennessee,Loudon,54886,23182.0,31704.0,136.76
47.0111.0,Tennessee,Macon,25216,13599.0,11617.0,85.43
47.0113.0,Tennessee,Madison,98823,60128.0,38695.0,64.35
47.0115.0,Tennessee,Marion,28837,20520.0,8317.0,40.53
47.0117.0,Tennessee,Marshall,34318,17768.0,16550.0,93.14
47.0119.0,Tennessee,Maury,100974,40368.0,60606.0,150.13
47.0107.0,Tennessee,McMinn,53276,32024.0,21252.0,66.36
47.0109.0,Tennessee,McNairy,25866,20390.0,5476.0,26.86
47.0121.0,Tennessee,Meigs,12758,6080.0,6678.0,109.84
47.0123.0,Tennessee,Monroe,46250,24513.0,21737.0,88.68
47.0125.0,Tennessee,Montgomery,220069,44186.0,175883.0,398.05
47.0127.0,Tennessee,Moore,6461,3948.0,2513.0,63.65
47.0129.0,Tennessee,Morgan,21035,15727.0,5308.0,33.75
47.0131.0,Tennessee,Obion,30787,29056.0,1731.0,5.96
47.0133.0,Tennessee,Overton,22511,17566.0,4945.0,28.15
47.0135.0,Tennessee,Perry,8366,6462.0,1904.0,29.46
47.0137.0,Tennessee,Pickett,5001,5093.0,-92.0,-1.81
47.0139.0,Tennessee,Polk,17544,14074.0,3470.0,24.66
47.0141.0,Tennessee,Putnam,79854,29869.0,49985.0,167.35
47.0143.0,Tennessee,Rhea,32870,16041.0,16829.0,104.91
47.0145.0,Tennessee,Roane,53404,31665.0,21739.0,68.65
47.0147.0,Tennessee,Robertson,72803,27024.0,45779.0,169.4
47.0149.0,Tennessee,Rutherford,341486,40696.0,300790.0,739.11
47.0151.0,Tennessee,Scott,21850,17362.0,4488.0,25.85
47.0153.0,Tennessee,Sequatchie,15826,5685.0,10141.0,178.38
47.0155.0,Tennessee,Sevier,98380,23375.0,75005.0,320.88
47.0157.0,Tennessee,Shelby,929744,482393.0,447351.0,92.74
47.0159.0,Tennessee,Smith,19904,14098.0,5806.0,41.18
47.0161.0,Tennessee,Stewart,13657,9175.0,4482.0,48.85
47.0163.0,Tennessee,Sullivan,158163,95063.0,63100.0,66.38
47.0165.0,Tennessee,Sumner,196281,33533.0,162748.0,485.34
47.0167.0,Tennessee,Tipton,60970,29782.0,31188.0,104.72
47.0169.0,Tennessee,Trousdale,11615,5520.0,6095.0,110.42
47.0171.0,Tennessee,Unicoi,17928,15886.0,2042.0,12.85
47.0173.0,Tennessee,Union,19802,8670.0,11132.0,128.4
47.0175.0,Tennessee,Van Buren,6168,3985.0,2183.0,54.78
47.0177.0,Tennessee,Warren,40953,22271.0,18682.0,83.88
47.0179.0,Tennessee,Washington,133001,59971.0,73030.0,121.78
47.0181.0,Tennessee,Wayne,16232,13864.0,2368.0,17.08
47.0183.0,Tennessee,Weakley,32902,27962.0,4940.0,17.67
47.0185.0,Tennessee,White,27351,16204.0,11147.0,68.79
47.0187.0,Tennessee,Williamson,247726,24307.0,223419.0,919.15
47.0189.0,Tennessee,Wilson,147737,26318.0,121419.0,461.35
