GISJOIN,FIPS,STATE,STATEFP_clean,COUNTY,COUNTY_CLEAN,COUNTYFP_clean,YEAR,POPULATION,AC_ERA,POP_1950,PCT_CHANGE_FROM_1950,REP_STATION,ANN_AVG_TEMP_F,SUMMER_AVG_MAX_F,SUMMER_RH_PCT,COOLING_DEGREE_DAYS,CLIMATE_ZONE
G1200690,12069,Florida,12,Lake County,Lake,69,2000,210528,AC Era,36340.0,479.33,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200710,12071,Florida,12,Lee County,Lee,71,2000,440888,AC Era,23404.0,1783.81,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200730,12073,Florida,12,Leon County,Leon,73,2000,239452,AC Era,51590.0,364.14,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200750,12075,Florida,12,Levy County,Levy,75,2000,34450,AC Era,10637.0,223.87,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200770,12077,Florida,12,Liberty County,Liberty,77,2000,7021,AC Era,3182.0,120.65,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200790,12079,Florida,12,Madison County,Madison,79,2000,18733,AC Era,14197.0,31.95,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200810,12081,Florida,12,Manatee County,Manatee,81,2000,264002,AC Era,34704.0,660.72,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200830,12083,Florida,12,Marion County,Marion,83,2000,258916,AC Era,38187.0,578.02,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200850,12085,Florida,12,Martin County,Martin,85,2000,126731,AC Era,7807.0,1523.3,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200860,12086,Florida,12,Miami-Dade County,Miami-Dade,86,2000,2253362,AC Era,,,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200870,12087,Florida,12,Monroe County,Monroe,87,2000,79589,AC Era,29957.0,165.68,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200890,12089,Florida,12,Nassau County,Nassau,89,2000,57663,AC Era,12811.0,350.11,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200910,12091,Florida,12,Okaloosa County,Okaloosa,91,2000,170498,AC Era,27533.0,519.25,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200930,12093,Florida,12,Okeechobee County,Okeechobee,93,2000,35910,AC Era,3454.0,939.66,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200950,12095,Florida,12,Orange County,Orange,95,2000,896344,AC Era,114950.0,679.77,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200970,12097,Florida,12,Osceola County,Osceola,97,2000,172493,AC Era,11406.0,1412.3,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1200990,12099,Florida,12,Palm Beach County,Palm Beach,99,2000,1131184,AC Era,114688.0,886.31,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201010,12101,Florida,12,Pasco County,Pasco,101,2000,344765,AC Era,20529.0,1579.4,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201030,12103,Florida,12,Pinellas County,Pinellas,103,2000,921482,AC Era,159249.0,478.64,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201050,12105,Florida,12,Polk County,Polk,105,2000,483924,AC Era,123997.0,290.27,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201070,12107,Florida,12,Putnam County,Putnam,107,2000,70423,AC Era,23615.0,198.21,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201130,12113,Florida,12,Santa Rosa County,Santa Rosa,113,2000,117743,AC Era,18554.0,534.6,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201150,12115,Florida,12,Sarasota County,Sarasota,115,2000,325957,AC Era,28827.0,1030.74,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201170,12117,Florida,12,Seminole County,Seminole,117,2000,365196,AC Era,26883.0,1258.46,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201090,12109,Florida,12,St. Johns County,St. Johns,109,2000,123135,AC Era,24998.0,392.58,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201110,12111,Florida,12,St. Lucie County,St. Lucie,111,2000,192695,AC Era,20180.0,854.88,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201190,12119,Florida,12,Sumter County,Sumter,119,2000,53345,AC Era,11330.0,370.83,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201210,12121,Florida,12,Suwannee County,Suwannee,121,2000,34844,AC Era,16986.0,105.13,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201230,12123,Florida,12,Taylor County,Taylor,123,2000,19256,AC Era,10416.0,84.87,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201250,12125,Florida,12,Union County,Union,125,2000,13442,AC Era,8906.0,50.93,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201270,12127,Florida,12,Volusia County,Volusia,127,2000,443343,AC Era,74229.0,497.26,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201290,12129,Florida,12,Wakulla County,Wakulla,129,2000,22863,AC Era,5258.0,334.82,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201310,12131,Florida,12,Walton County,Walton,131,2000,40601,AC Era,14725.0,175.73,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1201330,12133,Florida,12,Washington County,Washington,133,2000,20973,AC Era,11888.0,76.42,"Orlando, FL",73.0,91.8,75,4132,Hot-Humid
G1300010,13001,Georgia,13,Appling County,Appling,1,2000,17419,AC Era,14003.0,24.39,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300030,13003,Georgia,13,Atkinson County,Atkinson,3,2000,7609,AC Era,7362.0,3.36,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300050,13005,Georgia,13,Bacon County,Bacon,5,2000,10103,AC Era,8940.0,13.01,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300070,13007,Georgia,13,Baker County,Baker,7,2000,4074,AC Era,5952.0,-31.55,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300090,13009,Georgia,13,Baldwin County,Baldwin,9,2000,44700,AC Era,29706.0,50.47,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300110,13011,Georgia,13,Banks County,Banks,11,2000,14422,AC Era,6935.0,107.96,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300130,13013,Georgia,13,Barrow County,Barrow,13,2000,46144,AC Era,13115.0,251.84,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300150,13015,Georgia,13,Bartow County,Bartow,15,2000,76019,AC Era,27370.0,177.75,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300170,13017,Georgia,13,Ben Hill County,Ben Hill,17,2000,17484,AC Era,14879.0,17.51,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300190,13019,Georgia,13,Berrien County,Berrien,19,2000,16235,AC Era,13966.0,16.25,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300210,13021,Georgia,13,Bibb County,Bibb,21,2000,153887,AC Era,114079.0,34.9,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300230,13023,Georgia,13,Bleckley County,Bleckley,23,2000,11666,AC Era,9218.0,26.56,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300250,13025,Georgia,13,Brantley County,Brantley,25,2000,14629,AC Era,6387.0,129.04,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300270,13027,Georgia,13,Brooks County,Brooks,27,2000,16450,AC Era,18169.0,-9.46,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300290,13029,Georgia,13,Bryan County,Bryan,29,2000,23417,AC Era,5965.0,292.57,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300310,13031,Georgia,13,Bulloch County,Bulloch,31,2000,55983,AC Era,24740.0,126.29,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300330,13033,Georgia,13,Burke County,Burke,33,2000,22243,AC Era,23458.0,-5.18,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300350,13035,Georgia,13,Butts County,Butts,35,2000,19522,AC Era,9079.0,115.02,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300370,13037,Georgia,13,Calhoun County,Calhoun,37,2000,6320,AC Era,8578.0,-26.32,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300390,13039,Georgia,13,Camden County,Camden,39,2000,43664,AC Era,7322.0,496.34,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300430,13043,Georgia,13,Candler County,Candler,43,2000,9577,AC Era,8063.0,18.78,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300450,13045,Georgia,13,Carroll County,Carroll,45,2000,87268,AC Era,34112.0,155.83,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300470,13047,Georgia,13,Catoosa County,Catoosa,47,2000,53282,AC Era,15146.0,251.79,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300490,13049,Georgia,13,Charlton County,Charlton,49,2000,10282,AC Era,4821.0,113.28,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300510,13051,Georgia,13,Chatham County,Chatham,51,2000,232048,AC Era,151481.0,53.19,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300530,13053,Georgia,13,Chattahoochee County,Chattahoochee,53,2000,14882,AC Era,12149.0,22.5,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300550,13055,Georgia,13,Chattooga County,Chattooga,55,2000,25470,AC Era,21197.0,20.16,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300570,13057,Georgia,13,Cherokee County,Cherokee,57,2000,141903,AC Era,20750.0,583.87,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300590,13059,Georgia,13,Clarke County,Clarke,59,2000,101489,AC Era,36550.0,177.67,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300610,13061,Georgia,13,Clay County,Clay,61,2000,3357,AC Era,5844.0,-42.56,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300630,13063,Georgia,13,Clayton County,Clayton,63,2000,236517,AC Era,22872.0,934.09,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300650,13065,Georgia,13,Clinch County,Clinch,65,2000,6878,AC Era,6007.0,14.5,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300670,13067,Georgia,13,Cobb County,Cobb,67,2000,607751,AC Era,61830.0,882.94,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300690,13069,Georgia,13,Coffee County,Coffee,69,2000,37413,AC Era,23961.0,56.14,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300710,13071,Georgia,13,Colquitt County,Colquitt,71,2000,42053,AC Era,33999.0,23.69,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300730,13073,Georgia,13,Columbia County,Columbia,73,2000,89288,AC Era,9525.0,837.41,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300750,13075,Georgia,13,Cook County,Cook,75,2000,15771,AC Era,12201.0,29.26,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300770,13077,Georgia,13,Coweta County,Coweta,77,2000,89215,AC Era,27786.0,221.08,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300790,13079,Georgia,13,Crawford County,Crawford,79,2000,12495,AC Era,6080.0,105.51,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300810,13081,Georgia,13,Crisp County,Crisp,81,2000,21996,AC Era,17663.0,24.53,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300830,13083,Georgia,13,Dade County,Dade,83,2000,15154,AC Era,7364.0,105.78,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300850,13085,Georgia,13,Dawson County,Dawson,85,2000,15999,AC Era,3712.0,331.01,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300890,13089,Georgia,13,DeKalb County,DeKalb,89,2000,665865,AC Era,136395.0,388.19,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300870,13087,Georgia,13,Decatur County,Decatur,87,2000,28240,AC Era,23620.0,19.56,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300910,13091,Georgia,13,Dodge County,Dodge,91,2000,19171,AC Era,17865.0,7.31,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300930,13093,Georgia,13,Dooly County,Dooly,93,2000,11525,AC Era,14159.0,-18.6,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300950,13095,Georgia,13,Dougherty County,Dougherty,95,2000,96065,AC Era,43617.0,120.25,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300970,13097,Georgia,13,Douglas County,Douglas,97,2000,92174,AC Era,12173.0,657.2,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1300990,13099,Georgia,13,Early County,Early,99,2000,12354,AC Era,17413.0,-29.05,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301010,13101,Georgia,13,Echols County,Echols,101,2000,3754,AC Era,2494.0,50.52,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301030,13103,Georgia,13,Effingham County,Effingham,103,2000,37535,AC Era,9133.0,310.98,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301050,13105,Georgia,13,Elbert County,Elbert,105,2000,20511,AC Era,18585.0,10.36,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301070,13107,Georgia,13,Emanuel County,Emanuel,107,2000,21837,AC Era,19789.0,10.35,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301090,13109,Georgia,13,Evans County,Evans,109,2000,10495,AC Era,6653.0,57.75,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301110,13111,Georgia,13,Fannin County,Fannin,111,2000,19798,AC Era,15192.0,30.32,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301130,13113,Georgia,13,Fayette County,Fayette,113,2000,91263,AC Era,7978.0,1043.93,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301150,13115,Georgia,13,Floyd County,Floyd,115,2000,90565,AC Era,62899.0,43.98,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301170,13117,Georgia,13,Forsyth County,Forsyth,117,2000,98407,AC Era,11005.0,794.2,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301190,13119,Georgia,13,Franklin County,Franklin,119,2000,20285,AC Era,14446.0,40.42,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301210,13121,Georgia,13,Fulton County,Fulton,121,2000,816006,AC Era,473572.0,72.31,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301230,13123,Georgia,13,Gilmer County,Gilmer,123,2000,23456,AC Era,9963.0,135.43,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301250,13125,Georgia,13,Glascock County,Glascock,125,2000,2556,AC Era,3579.0,-28.58,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301270,13127,Georgia,13,Glynn County,Glynn,127,2000,67568,AC Era,29046.0,132.62,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301290,13129,Georgia,13,Gordon County,Gordon,129,2000,44104,AC Era,18922.0,133.08,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301310,13131,Georgia,13,Grady County,Grady,131,2000,23659,AC Era,18928.0,24.99,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301330,13133,Georgia,13,Greene County,Greene,133,2000,14406,AC Era,12843.0,12.17,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301350,13135,Georgia,13,Gwinnett County,Gwinnett,135,2000,588448,AC Era,32320.0,1720.69,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301370,13137,Georgia,13,Habersham County,Habersham,137,2000,35902,AC Era,16553.0,116.89,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301390,13139,Georgia,13,Hall County,Hall,139,2000,139277,AC Era,40113.0,247.21,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301410,13141,Georgia,13,Hancock County,Hancock,141,2000,10076,AC Era,11052.0,-8.83,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301430,13143,Georgia,13,Haralson County,Haralson,143,2000,25690,AC Era,14663.0,75.2,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301450,13145,Georgia,13,Harris County,Harris,145,2000,23695,AC Era,11265.0,110.34,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301470,13147,Georgia,13,Hart County,Hart,147,2000,22997,AC Era,14495.0,58.65,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301490,13149,Georgia,13,Heard County,Heard,149,2000,11012,AC Era,6975.0,57.88,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301510,13151,Georgia,13,Henry County,Henry,151,2000,119341,AC Era,15857.0,652.61,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301530,13153,Georgia,13,Houston County,Houston,153,2000,110765,AC Era,20964.0,428.36,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301550,13155,Georgia,13,Irwin County,Irwin,155,2000,9931,AC Era,11973.0,-17.06,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301570,13157,Georgia,13,Jackson County,Jackson,157,2000,41589,AC Era,18997.0,118.92,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301590,13159,Georgia,13,Jasper County,Jasper,159,2000,11426,AC Era,7473.0,52.9,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301610,13161,Georgia,13,Jeff Davis County,Jeff Davis,161,2000,12684,AC Era,9299.0,36.4,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301630,13163,Georgia,13,Jefferson County,Jefferson,163,2000,17266,AC Era,18855.0,-8.43,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301650,13165,Georgia,13,Jenkins County,Jenkins,165,2000,8575,AC Era,10264.0,-16.46,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301670,13167,Georgia,13,Johnson County,Johnson,167,2000,8560,AC Era,9893.0,-13.47,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301690,13169,Georgia,13,Jones County,Jones,169,2000,23639,AC Era,7538.0,213.6,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301710,13171,Georgia,13,Lamar County,Lamar,171,2000,15912,AC Era,10242.0,55.36,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301730,13173,Georgia,13,Lanier County,Lanier,173,2000,7241,AC Era,5151.0,40.57,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301750,13175,Georgia,13,Laurens County,Laurens,175,2000,44874,AC Era,33123.0,35.48,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301770,13177,Georgia,13,Lee County,Lee,177,2000,24757,AC Era,6674.0,270.95,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301790,13179,Georgia,13,Liberty County,Liberty,179,2000,61610,AC Era,8444.0,629.63,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301810,13181,Georgia,13,Lincoln County,Lincoln,181,2000,8348,AC Era,6462.0,29.19,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301830,13183,Georgia,13,Long County,Long,183,2000,10304,AC Era,3598.0,186.38,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301850,13185,Georgia,13,Lowndes County,Lowndes,185,2000,92115,AC Era,35211.0,161.61,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301870,13187,Georgia,13,Lumpkin County,Lumpkin,187,2000,21016,AC Era,6574.0,219.68,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301930,13193,Georgia,13,Macon County,Macon,193,2000,14074,AC Era,14213.0,-0.98,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301950,13195,Georgia,13,Madison County,Madison,195,2000,25730,AC Era,12238.0,110.25,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301970,13197,Georgia,13,Marion County,Marion,197,2000,7144,AC Era,6521.0,9.55,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301890,13189,Georgia,13,McDuffie County,McDuffie,189,2000,21231,AC Era,11443.0,85.54,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301910,13191,Georgia,13,McIntosh County,McIntosh,191,2000,10847,AC Era,6008.0,80.54,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1301990,13199,Georgia,13,Meriwether County,Meriwether,199,2000,22534,AC Era,21055.0,7.02,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302010,13201,Georgia,13,Miller County,Miller,201,2000,6383,AC Era,9023.0,-29.26,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302050,13205,Georgia,13,Mitchell County,Mitchell,205,2000,23932,AC Era,22528.0,6.23,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302070,13207,Georgia,13,Monroe County,Monroe,207,2000,21757,AC Era,10523.0,106.76,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302090,13209,Georgia,13,Montgomery County,Montgomery,209,2000,8270,AC Era,7901.0,4.67,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302110,13211,Georgia,13,Morgan County,Morgan,211,2000,15457,AC Era,11899.0,29.9,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302130,13213,Georgia,13,Murray County,Murray,213,2000,36506,AC Era,10676.0,241.94,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302150,13215,Georgia,13,Muscogee County,Muscogee,215,2000,186291,AC Era,118028.0,57.84,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302170,13217,Georgia,13,Newton County,Newton,217,2000,62001,AC Era,20185.0,207.16,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302190,13219,Georgia,13,Oconee County,Oconee,219,2000,26225,AC Era,7009.0,274.16,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302210,13221,Georgia,13,Oglethorpe County,Oglethorpe,221,2000,12635,AC Era,9958.0,26.88,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302230,13223,Georgia,13,Paulding County,Paulding,223,2000,81678,AC Era,11752.0,595.01,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302250,13225,Georgia,13,Peach County,Peach,225,2000,23668,AC Era,11705.0,102.2,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302270,13227,Georgia,13,Pickens County,Pickens,227,2000,22983,AC Era,8855.0,159.55,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302290,13229,Georgia,13,Pierce County,Pierce,229,2000,15636,AC Era,11112.0,40.71,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302310,13231,Georgia,13,Pike County,Pike,231,2000,13688,AC Era,8459.0,61.82,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302330,13233,Georgia,13,Polk County,Polk,233,2000,38127,AC Era,30976.0,23.09,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302350,13235,Georgia,13,Pulaski County,Pulaski,235,2000,9588,AC Era,8808.0,8.86,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302370,13237,Georgia,13,Putnam County,Putnam,237,2000,18812,AC Era,7731.0,143.33,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302390,13239,Georgia,13,Quitman County,Quitman,239,2000,2598,AC Era,3015.0,-13.83,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302410,13241,Georgia,13,Rabun County,Rabun,241,2000,15050,AC Era,7424.0,102.72,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302430,13243,Georgia,13,Randolph County,Randolph,243,2000,7791,AC Era,13804.0,-43.56,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302450,13245,Georgia,13,Richmond County,Richmond,245,2000,199775,AC Era,108876.0,83.49,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302470,13247,Georgia,13,Rockdale County,Rockdale,247,2000,70111,AC Era,8464.0,728.34,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302490,13249,Georgia,13,Schley County,Schley,249,2000,3766,AC Era,4036.0,-6.69,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302510,13251,Georgia,13,Screven County,Screven,251,2000,15374,AC Era,18000.0,-14.59,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302530,13253,Georgia,13,Seminole County,Seminole,253,2000,9369,AC Era,7904.0,18.53,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302550,13255,Georgia,13,Spalding County,Spalding,255,2000,58417,AC Era,31045.0,88.17,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302570,13257,Georgia,13,Stephens County,Stephens,257,2000,25435,AC Era,16647.0,52.79,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302590,13259,Georgia,13,Stewart County,Stewart,259,2000,5252,AC Era,9194.0,-42.88,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302610,13261,Georgia,13,Sumter County,Sumter,261,2000,33200,AC Era,24208.0,37.14,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302630,13263,Georgia,13,Talbot County,Talbot,263,2000,6498,AC Era,7687.0,-15.47,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302650,13265,Georgia,13,Taliaferro County,Taliaferro,265,2000,2077,AC Era,4515.0,-54.0,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302670,13267,Georgia,13,Tattnall County,Tattnall,267,2000,22305,AC Era,15939.0,39.94,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302690,13269,Georgia,13,Taylor County,Taylor,269,2000,8815,AC Era,9113.0,-3.27,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302710,13271,Georgia,13,Telfair County,Telfair,271,2000,11794,AC Era,13221.0,-10.79,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302730,13273,Georgia,13,Terrell County,Terrell,273,2000,10970,AC Era,14314.0,-23.36,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302750,13275,Georgia,13,Thomas County,Thomas,275,2000,42737,AC Era,33932.0,25.95,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302770,13277,Georgia,13,Tift County,Tift,277,2000,38407,AC Era,22645.0,69.6,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302790,13279,Georgia,13,Toombs County,Toombs,279,2000,26067,AC Era,17382.0,49.97,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302810,13281,Georgia,13,Towns County,Towns,281,2000,9319,AC Era,4803.0,94.02,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302830,13283,Georgia,13,Treutlen County,Treutlen,283,2000,6854,AC Era,6522.0,5.09,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
G1302850,13285,Georgia,13,Troup County,Troup,285,2000,58779,AC Era,49841.0,17.93,"Atlanta, GA",62.0,89.1,69,1995,Hot-Humid
