GISJOIN,FIPS,STATE,STATEFP_clean,COUNTY,COUNTY_CLEAN,COUNTYFP_clean,YEAR,POPULATION,AC_ERA,POP_1950,PCT_CHANGE_FROM_1950,REP_STATION,ANN_AVG_TEMP_F,SUMMER_AVG_MAX_F,SUMMER_RH_PCT,COOLING_DEGREE_DAYS,CLIMATE_ZONE
G4500590,45059,South Carolina,45,Laurens County,Laurens,59,1890,31610,Pre-AC,46974.0,-32.71,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500630,45063,South Carolina,45,Lexington County,Lexington,63,1890,22181,Pre-AC,44279.0,-49.91,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500670,45067,South Carolina,45,Marion County,Marion,67,1890,29976,Pre-AC,33110.0,-9.47,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500690,45069,South Carolina,45,Marlboro County,Marlboro,69,1890,23500,Pre-AC,31766.0,-26.02,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500710,45071,South Carolina,45,Newberry County,Newberry,71,1890,26434,Pre-AC,31771.0,-16.8,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500730,45073,South Carolina,45,Oconee County,Oconee,73,1890,18687,Pre-AC,39050.0,-52.15,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500750,45075,South Carolina,45,Orangeburg County,Orangeburg,75,1890,49393,Pre-AC,68726.0,-28.13,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500770,45077,South Carolina,45,Pickens County,Pickens,77,1890,16389,Pre-AC,40058.0,-59.09,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500790,45079,South Carolina,45,Richland County,Richland,79,1890,36821,Pre-AC,142565.0,-74.17,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500830,45083,South Carolina,45,Spartanburg County,Spartanburg,83,1890,55385,Pre-AC,150349.0,-63.16,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500850,45085,South Carolina,45,Sumter County,Sumter,85,1890,43605,Pre-AC,57634.0,-24.34,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500870,45087,South Carolina,45,Union County,Union,87,1890,25363,Pre-AC,31334.0,-19.06,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500890,45089,South Carolina,45,Williamsburg County,Williamsburg,89,1890,27777,Pre-AC,43807.0,-36.59,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4500910,45091,South Carolina,45,York County,York,91,1890,38831,Pre-AC,71596.0,-45.76,"Columbia, SC",64.5,92.3,70,2418,Hot-Humid
G4700010,47001,Tennessee,47,Anderson County,Anderson,1,1890,15128,Pre-AC,59407.0,-74.53,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700030,47003,Tennessee,47,Bedford County,Bedford,3,1890,24739,Pre-AC,23627.0,4.71,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700050,47005,Tennessee,47,Benton County,Benton,5,1890,11230,Pre-AC,11495.0,-2.31,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700070,47007,Tennessee,47,Bledsoe County,Bledsoe,7,1890,6134,Pre-AC,8561.0,-28.35,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700090,47009,Tennessee,47,Blount County,Blount,9,1890,17589,Pre-AC,54691.0,-67.84,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700110,47011,Tennessee,47,Bradley County,Bradley,11,1890,13607,Pre-AC,32338.0,-57.92,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700130,47013,Tennessee,47,Campbell County,Campbell,13,1890,13486,Pre-AC,34369.0,-60.76,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700150,47015,Tennessee,47,Cannon County,Cannon,15,1890,12197,Pre-AC,9174.0,32.95,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700170,47017,Tennessee,47,Carroll County,Carroll,17,1890,23630,Pre-AC,26553.0,-11.01,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700190,47019,Tennessee,47,Carter County,Carter,19,1890,13389,Pre-AC,42432.0,-68.45,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700210,47021,Tennessee,47,Cheatham County,Cheatham,21,1890,8845,Pre-AC,9167.0,-3.51,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700230,47023,Tennessee,47,Chester County,Chester,23,1890,9069,Pre-AC,11149.0,-18.66,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700250,47025,Tennessee,47,Claiborne County,Claiborne,25,1890,15103,Pre-AC,24788.0,-39.07,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700270,47027,Tennessee,47,Clay County,Clay,27,1890,7260,Pre-AC,8701.0,-16.56,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700290,47029,Tennessee,47,Cocke County,Cocke,29,1890,16523,Pre-AC,22991.0,-28.13,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700310,47031,Tennessee,47,Coffee County,Coffee,31,1890,13827,Pre-AC,23049.0,-40.01,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700330,47033,Tennessee,47,Crockett County,Crockett,33,1890,15146,Pre-AC,16624.0,-8.89,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700350,47035,Tennessee,47,Cumberland County,Cumberland,35,1890,5376,Pre-AC,18877.0,-71.52,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700370,47037,Tennessee,47,Davidson County,Davidson,37,1890,108174,Pre-AC,321758.0,-66.38,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700410,47041,Tennessee,47,DeKalb County,DeKalb,41,1890,15650,Pre-AC,11680.0,33.99,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700390,47039,Tennessee,47,Decatur County,Decatur,39,1890,8995,Pre-AC,9442.0,-4.73,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700430,47043,Tennessee,47,Dickson County,Dickson,43,1890,13645,Pre-AC,18805.0,-27.44,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700450,47045,Tennessee,47,Dyer County,Dyer,45,1890,19878,Pre-AC,33473.0,-40.61,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700470,47047,Tennessee,47,Fayette County,Fayette,47,1890,28878,Pre-AC,27535.0,4.88,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700490,47049,Tennessee,47,Fentress County,Fentress,49,1890,5226,Pre-AC,14917.0,-64.97,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700510,47051,Tennessee,47,Franklin County,Franklin,51,1890,18929,Pre-AC,25431.0,-25.57,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700530,47053,Tennessee,47,Gibson County,Gibson,53,1890,35859,Pre-AC,48132.0,-25.5,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700550,47055,Tennessee,47,Giles County,Giles,55,1890,34957,Pre-AC,26961.0,29.66,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700570,47057,Tennessee,47,Grainger County,Grainger,57,1890,13196,Pre-AC,13086.0,0.84,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700590,47059,Tennessee,47,Greene County,Greene,59,1890,26614,Pre-AC,41048.0,-35.16,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700610,47061,Tennessee,47,Grundy County,Grundy,61,1890,6345,Pre-AC,12558.0,-49.47,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700630,47063,Tennessee,47,Hamblen County,Hamblen,63,1890,11418,Pre-AC,23976.0,-52.38,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700650,47065,Tennessee,47,Hamilton County,Hamilton,65,1890,53482,Pre-AC,208255.0,-74.32,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700670,47067,Tennessee,47,Hancock County,Hancock,67,1890,10342,Pre-AC,9116.0,13.45,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700690,47069,Tennessee,47,Hardeman County,Hardeman,69,1890,21029,Pre-AC,23311.0,-9.79,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700710,47071,Tennessee,47,Hardin County,Hardin,71,1890,17698,Pre-AC,16908.0,4.67,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700730,47073,Tennessee,47,Hawkins County,Hawkins,73,1890,22246,Pre-AC,30494.0,-27.05,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700750,47075,Tennessee,47,Haywood County,Haywood,75,1890,23558,Pre-AC,26212.0,-10.13,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700770,47077,Tennessee,47,Henderson County,Henderson,77,1890,16336,Pre-AC,17173.0,-4.87,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700790,47079,Tennessee,47,Henry County,Henry,79,1890,21070,Pre-AC,23828.0,-11.57,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700810,47081,Tennessee,47,Hickman County,Hickman,81,1890,14499,Pre-AC,13353.0,8.58,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700830,47083,Tennessee,47,Houston County,Houston,83,1890,5390,Pre-AC,5318.0,1.35,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700850,47085,Tennessee,47,Humphreys County,Humphreys,85,1890,11720,Pre-AC,11030.0,6.26,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700870,47087,Tennessee,47,Jackson County,Jackson,87,1890,13325,Pre-AC,12348.0,7.91,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700890,47089,Tennessee,47,Jefferson County,Jefferson,89,1890,16478,Pre-AC,19667.0,-16.21,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700910,47091,Tennessee,47,Johnson County,Johnson,91,1890,8858,Pre-AC,12278.0,-27.85,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700930,47093,Tennessee,47,Knox County,Knox,93,1890,59557,Pre-AC,223007.0,-73.29,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700950,47095,Tennessee,47,Lake County,Lake,95,1890,5304,Pre-AC,11655.0,-54.49,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700970,47097,Tennessee,47,Lauderdale County,Lauderdale,97,1890,18756,Pre-AC,25047.0,-25.12,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4700990,47099,Tennessee,47,Lawrence County,Lawrence,99,1890,12286,Pre-AC,28818.0,-57.37,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701010,47101,Tennessee,47,Lewis County,Lewis,101,1890,2555,Pre-AC,6078.0,-57.96,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701030,47103,Tennessee,47,Lincoln County,Lincoln,103,1890,27382,Pre-AC,25624.0,6.86,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701050,47105,Tennessee,47,Loudon County,Loudon,105,1890,9273,Pre-AC,23182.0,-60.0,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701110,47111,Tennessee,47,Macon County,Macon,111,1890,10878,Pre-AC,13599.0,-20.01,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701130,47113,Tennessee,47,Madison County,Madison,113,1890,30497,Pre-AC,60128.0,-49.28,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701150,47115,Tennessee,47,Marion County,Marion,115,1890,15411,Pre-AC,20520.0,-24.9,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701170,47117,Tennessee,47,Marshall County,Marshall,117,1890,18906,Pre-AC,17768.0,6.4,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701190,47119,Tennessee,47,Maury County,Maury,119,1890,38112,Pre-AC,40368.0,-5.59,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701070,47107,Tennessee,47,McMinn County,McMinn,107,1890,17890,Pre-AC,32024.0,-44.14,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701090,47109,Tennessee,47,McNairy County,McNairy,109,1890,15510,Pre-AC,20390.0,-23.93,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701210,47121,Tennessee,47,Meigs County,Meigs,121,1890,6930,Pre-AC,6080.0,13.98,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701230,47123,Tennessee,47,Monroe County,Monroe,123,1890,15329,Pre-AC,24513.0,-37.47,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701250,47125,Tennessee,47,Montgomery County,Montgomery,125,1890,29697,Pre-AC,44186.0,-32.79,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701270,47127,Tennessee,47,Moore County,Moore,127,1890,5975,Pre-AC,3948.0,51.34,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701290,47129,Tennessee,47,Morgan County,Morgan,129,1890,7639,Pre-AC,15727.0,-51.43,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701310,47131,Tennessee,47,Obion County,Obion,131,1890,27273,Pre-AC,29056.0,-6.14,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701330,47133,Tennessee,47,Overton County,Overton,133,1890,12039,Pre-AC,17566.0,-31.46,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701350,47135,Tennessee,47,Perry County,Perry,135,1890,7785,Pre-AC,6462.0,20.47,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701370,47137,Tennessee,47,Pickett County,Pickett,137,1890,4736,Pre-AC,5093.0,-7.01,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701390,47139,Tennessee,47,Polk County,Polk,139,1890,8361,Pre-AC,14074.0,-40.59,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701410,47141,Tennessee,47,Putnam County,Putnam,141,1890,13683,Pre-AC,29869.0,-54.19,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701430,47143,Tennessee,47,Rhea County,Rhea,143,1890,12647,Pre-AC,16041.0,-21.16,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701450,47145,Tennessee,47,Roane County,Roane,145,1890,17418,Pre-AC,31665.0,-44.99,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701470,47147,Tennessee,47,Robertson County,Robertson,147,1890,20078,Pre-AC,27024.0,-25.7,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701490,47149,Tennessee,47,Rutherford County,Rutherford,149,1890,35097,Pre-AC,40696.0,-13.76,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701510,47151,Tennessee,47,Scott County,Scott,151,1890,9794,Pre-AC,17362.0,-43.59,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701530,47153,Tennessee,47,Sequatchie County,Sequatchie,153,1890,3027,Pre-AC,5685.0,-46.75,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701550,47155,Tennessee,47,Sevier County,Sevier,155,1890,18761,Pre-AC,23375.0,-19.74,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701570,47157,Tennessee,47,Shelby County,Shelby,157,1890,112740,Pre-AC,482393.0,-76.63,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701590,47159,Tennessee,47,Smith County,Smith,159,1890,18404,Pre-AC,14098.0,30.54,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701610,47161,Tennessee,47,Stewart County,Stewart,161,1890,12193,Pre-AC,9175.0,32.89,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701630,47163,Tennessee,47,Sullivan County,Sullivan,163,1890,20879,Pre-AC,95063.0,-78.04,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701650,47165,Tennessee,47,Sumner County,Sumner,165,1890,23668,Pre-AC,33533.0,-29.42,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701670,47167,Tennessee,47,Tipton County,Tipton,167,1890,24271,Pre-AC,29782.0,-18.5,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701690,47169,Tennessee,47,Trousdale County,Trousdale,169,1890,5850,Pre-AC,5520.0,5.98,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701710,47171,Tennessee,47,Unicoi County,Unicoi,171,1890,4619,Pre-AC,15886.0,-70.92,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701730,47173,Tennessee,47,Union County,Union,173,1890,11459,Pre-AC,8670.0,32.17,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701750,47175,Tennessee,47,Van Buren County,Van Buren,175,1890,2863,Pre-AC,3985.0,-28.16,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701770,47177,Tennessee,47,Warren County,Warren,177,1890,14413,Pre-AC,22271.0,-35.28,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701790,47179,Tennessee,47,Washington County,Washington,179,1890,20354,Pre-AC,59971.0,-66.06,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701810,47181,Tennessee,47,Wayne County,Wayne,181,1890,11471,Pre-AC,13864.0,-17.26,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701830,47183,Tennessee,47,Weakley County,Weakley,183,1890,28955,Pre-AC,27962.0,3.55,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701850,47185,Tennessee,47,White County,White,185,1890,12348,Pre-AC,16204.0,-23.8,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701870,47187,Tennessee,47,Williamson County,Williamson,187,1890,26321,Pre-AC,24307.0,8.29,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G4701890,47189,Tennessee,47,Wilson County,Wilson,189,1890,27148,Pre-AC,26318.0,3.15,"Nashville, TN",59.4,89.6,68,1652,Hot-Humid
G0100010,01001,Alabama,1,Autauga County,Autauga,1,1900,17915,Pre-AC,18186.0,-1.49,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100030,01003,Alabama,1,Baldwin County,Baldwin,3,1900,13194,Pre-AC,40997.0,-67.82,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100050,01005,Alabama,1,Barbour County,Barbour,5,1900,35152,Pre-AC,28892.0,21.67,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100070,01007,Alabama,1,Bibb County,Bibb,7,1900,18498,Pre-AC,17987.0,2.84,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100090,01009,Alabama,1,Blount County,Blount,9,1900,23119,Pre-AC,28975.0,-20.21,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100110,01011,Alabama,1,Bullock County,Bullock,11,1900,31944,Pre-AC,16054.0,98.98,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100130,01013,Alabama,1,Butler County,Butler,13,1900,25761,Pre-AC,29228.0,-11.86,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100150,01015,Alabama,1,Calhoun County,Calhoun,15,1900,34874,Pre-AC,79539.0,-56.15,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100170,01017,Alabama,1,Chambers County,Chambers,17,1900,32554,Pre-AC,39528.0,-17.64,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100190,01019,Alabama,1,Cherokee County,Cherokee,19,1900,21096,Pre-AC,17634.0,19.63,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100210,01021,Alabama,1,Chilton County,Chilton,21,1900,16522,Pre-AC,26922.0,-38.63,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100230,01023,Alabama,1,Choctaw County,Choctaw,23,1900,18136,Pre-AC,19152.0,-5.3,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100250,01025,Alabama,1,Clarke County,Clarke,25,1900,27790,Pre-AC,26548.0,4.68,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100270,01027,Alabama,1,Clay County,Clay,27,1900,17099,Pre-AC,13929.0,22.76,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100290,01029,Alabama,1,Cleburne County,Cleburne,29,1900,13206,Pre-AC,11904.0,10.94,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100310,01031,Alabama,1,Coffee County,Coffee,31,1900,20972,Pre-AC,30720.0,-31.73,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100330,01033,Alabama,1,Colbert County,Colbert,33,1900,22341,Pre-AC,39561.0,-43.53,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100350,01035,Alabama,1,Conecuh County,Conecuh,35,1900,17514,Pre-AC,21776.0,-19.57,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100370,01037,Alabama,1,Coosa County,Coosa,37,1900,16144,Pre-AC,11766.0,37.21,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100390,01039,Alabama,1,Covington County,Covington,39,1900,15346,Pre-AC,40373.0,-61.99,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100410,01041,Alabama,1,Crenshaw County,Crenshaw,41,1900,19668,Pre-AC,18981.0,3.62,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100430,01043,Alabama,1,Cullman County,Cullman,43,1900,17849,Pre-AC,49046.0,-63.61,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100450,01045,Alabama,1,Dale County,Dale,45,1900,21189,Pre-AC,20828.0,1.73,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100470,01047,Alabama,1,Dallas County,Dallas,47,1900,54657,Pre-AC,56270.0,-2.87,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100490,01049,Alabama,1,DeKalb County,DeKalb,49,1900,23558,Pre-AC,45048.0,-47.7,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100510,01051,Alabama,1,Elmore County,Elmore,51,1900,26099,Pre-AC,31649.0,-17.54,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100530,01053,Alabama,1,Escambia County,Escambia,53,1900,11320,Pre-AC,31443.0,-64.0,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100550,01055,Alabama,1,Etowah County,Etowah,55,1900,27361,Pre-AC,93892.0,-70.86,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100570,01057,Alabama,1,Fayette County,Fayette,57,1900,14132,Pre-AC,19388.0,-27.11,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100590,01059,Alabama,1,Franklin County,Franklin,59,1900,16511,Pre-AC,25705.0,-35.77,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100610,01061,Alabama,1,Geneva County,Geneva,61,1900,19096,Pre-AC,25899.0,-26.27,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100630,01063,Alabama,1,Greene County,Greene,63,1900,24182,Pre-AC,16482.0,46.72,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100650,01065,Alabama,1,Hale County,Hale,65,1900,31011,Pre-AC,20832.0,48.86,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100670,01067,Alabama,1,Henry County,Henry,67,1900,36147,Pre-AC,18674.0,93.57,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100710,01071,Alabama,1,Jackson County,Jackson,71,1900,30508,Pre-AC,38998.0,-21.77,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100730,01073,Alabama,1,Jefferson County,Jefferson,73,1900,140420,Pre-AC,558928.0,-74.88,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100750,01075,Alabama,1,Lamar County,Lamar,75,1900,16084,Pre-AC,16441.0,-2.17,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100770,01077,Alabama,1,Lauderdale County,Lauderdale,77,1900,26559,Pre-AC,54179.0,-50.98,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100790,01079,Alabama,1,Lawrence County,Lawrence,79,1900,20124,Pre-AC,27128.0,-25.82,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100810,01081,Alabama,1,Lee County,Lee,81,1900,31826,Pre-AC,45073.0,-29.39,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100830,01083,Alabama,1,Limestone County,Limestone,83,1900,22387,Pre-AC,35766.0,-37.41,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100850,01085,Alabama,1,Lowndes County,Lowndes,85,1900,35651,Pre-AC,18018.0,97.86,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100870,01087,Alabama,1,Macon County,Macon,87,1900,23126,Pre-AC,30561.0,-24.33,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100890,01089,Alabama,1,Madison County,Madison,89,1900,43702,Pre-AC,72903.0,-40.05,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100910,01091,Alabama,1,Marengo County,Marengo,91,1900,38315,Pre-AC,29494.0,29.91,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100930,01093,Alabama,1,Marion County,Marion,93,1900,14494,Pre-AC,27264.0,-46.84,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100950,01095,Alabama,1,Marshall County,Marshall,95,1900,23289,Pre-AC,45090.0,-48.35,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100970,01097,Alabama,1,Mobile County,Mobile,97,1900,62740,Pre-AC,231105.0,-72.85,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0100990,01099,Alabama,1,Monroe County,Monroe,99,1900,23666,Pre-AC,25732.0,-8.03,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0101010,01101,Alabama,1,Montgomery County,Montgomery,101,1900,72047,Pre-AC,138965.0,-48.15,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0101030,01103,Alabama,1,Morgan County,Morgan,103,1900,28820,Pre-AC,52924.0,-45.54,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0101050,01105,Alabama,1,Perry County,Perry,105,1900,31783,Pre-AC,20439.0,55.5,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0101070,01107,Alabama,1,Pickens County,Pickens,107,1900,24402,Pre-AC,24349.0,0.22,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0101090,01109,Alabama,1,Pike County,Pike,109,1900,29172,Pre-AC,30608.0,-4.69,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0101110,01111,Alabama,1,Randolph County,Randolph,111,1900,21647,Pre-AC,22513.0,-3.85,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0101130,01113,Alabama,1,Russell County,Russell,113,1900,27083,Pre-AC,40364.0,-32.9,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0101170,01117,Alabama,1,Shelby County,Shelby,117,1900,23684,Pre-AC,30362.0,-21.99,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0101150,01115,Alabama,1,St. Clair County,St. Clair,115,1900,19425,Pre-AC,26687.0,-27.21,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0101190,01119,Alabama,1,Sumter County,Sumter,119,1900,32710,Pre-AC,23610.0,38.54,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
G0101210,01121,Alabama,1,Talladega County,Talladega,121,1900,35773,Pre-AC,63639.0,-43.79,"Birmingham, AL",64.0,90.2,72,2641,Hot-Humid
